Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2022-03-31 Kl. 09-10;3.01023;3.01023;1.07373;0.75216;3.01023
2022-03-31 Kl. 10-11;2.70284;2.70284;1.20146;0.56925;2.70284
2022-03-31 Kl. 11-12;2.56125;2.56125;1.16101;0.45896;2.56125
2022-03-31 Kl. 12-13;2.45519;2.45519;1.12694;0.35157;2.45519
2022-03-31 Kl. 13-14;2.40341;2.40341;0.64258;0.34001;2.40341
2022-03-31 Kl. 14-15;2.37066;2.37066;0.43091;0.29532;2.37066
2022-03-31 Kl. 15-16;2.30636;2.30636;0.39876;0.29464;2.30636
2022-03-31 Kl. 16-17;2.30288;2.30288;0.37348;0.26449;2.30288
2022-03-31 Kl. 17-18;2.33118;2.33118;0.37119;0.25698;2.33118
2022-03-31 Kl. 18-19;2.40810;2.40810;0.38070;0.26767;2.40810
2022-03-31 Kl. 19-20;2.50768;2.50768;0.42934;0.34347;2.50768
2022-03-31 Kl. 20-21;2.39691;2.39691;0.63210;0.40801;2.39691
2022-03-31 Kl. 21-22;2.31793;2.31793;1.33896;0.39770;2.31793
2022-03-31 Kl. 22-23;2.29336;2.29336;1.19881;0.35022;2.29336
2022-03-31 Kl. 23-00;2.27254;2.27254;1.13886;0.34954;2.27254
2022-04-01 Kl. 00-01;2.19936;2.19936;0.84445;0.18781;2.19936
2022-04-01 Kl. 01-02;2.16884;2.16884;0.80871;0.16707;2.16884
2022-04-01 Kl. 02-03;2.16388;2.16388;0.80689;0.16310;2.16388
2022-04-01 Kl. 03-04;2.16471;2.16471;0.82046;0.16291;2.16471
2022-04-01 Kl. 04-05;2.17878;2.17878;0.70841;0.16368;2.17878
2022-04-01 Kl. 05-06;2.18495;2.18495;0.66286;0.16707;2.18495
2022-04-01 Kl. 06-07;2.26320;2.26320;0.83040;0.16814;2.26320
2022-04-01 Kl. 07-08;2.42310;2.42310;2.42310;0.19992;2.42310
2022-04-01 Kl. 08-09;2.52256;2.52256;2.52534;0.24983;2.52256
2022-04-01 Kl. 09-10;2.42698;2.42698;2.42698;0.20012;2.42698
2022-04-01 Kl. 10-11;2.33891;2.33891;2.26901;0.16765;2.33891
2022-04-01 Kl. 11-12;2.26309;2.26309;1.42300;0.16019;2.26309
2022-04-01 Kl. 12-13;2.22553;2.22553;0.80799;0.15486;2.22553
2022-04-01 Kl. 13-14;2.20300;2.20300;0.73543;0.15254;2.20300
2022-04-01 Kl. 14-15;2.19828;2.19828;0.72368;0.15118;2.19828
2022-04-01 Kl. 15-16;2.19100;2.19100;0.57601;0.14740;2.19100
2022-04-01 Kl. 16-17;2.17465;2.17465;0.48455;0.14721;2.17465
2022-04-01 Kl. 17-18;2.22844;2.22844;0.45111;0.14711;2.22844
2022-04-01 Kl. 18-19;2.32220;2.32220;0.47959;0.14711;2.32220
2022-04-01 Kl. 19-20;2.41753;2.41753;0.47025;0.14711;2.41753
2022-04-01 Kl. 20-21;2.36678;2.36678;0.48491;0.14701;2.36678
2022-04-01 Kl. 21-22;2.26345;2.26345;0.48419;0.14672;2.26345
2022-04-01 Kl. 22-23;2.25218;2.25218;0.49436;0.14662;2.25218
2022-04-01 Kl. 23-00;2.24600;2.24600;0.36316;0.14653;2.24600
2022-04-02 Kl. 00-01;2.23178;2.23178;0.66934;0.14677;2.23178
2022-04-02 Kl. 01-02;2.23033;2.23033;0.54494;0.14687;2.23033
2022-04-02 Kl. 02-03;2.22851;2.22851;0.44836;0.14706;2.22851
2022-04-02 Kl. 03-04;2.22791;2.22791;0.30690;0.14706;2.22791
2022-04-02 Kl. 04-05;2.23081;2.23081;0.24929;0.14716;2.23081
2022-04-02 Kl. 05-06;2.23263;2.23263;0.24010;0.14716;2.23263
2022-04-02 Kl. 06-07;2.23033;2.23033;0.23889;0.14745;2.23033
2022-04-02 Kl. 07-08;2.23384;2.23384;0.23865;0.14774;2.23384
2022-04-02 Kl. 08-09;2.30113;2.30113;0.24615;0.14803;2.30113
2022-04-02 Kl. 09-10;2.29301;2.29301;0.25825;0.14890;2.29301
2022-04-02 Kl. 10-11;2.22911;2.22911;0.26986;0.14929;2.22911
2022-04-02 Kl. 11-12;2.20261;2.20261;0.26903;0.14822;2.20261
2022-04-02 Kl. 12-13;2.18991;2.18991;0.26526;0.14803;2.18991
2022-04-02 Kl. 13-14;2.17551;2.17551;0.26563;0.14793;2.17551
2022-04-02 Kl. 14-15;2.17418;2.17418;0.26599;0.14793;2.17418
2022-04-02 Kl. 15-16;2.17381;2.17381;0.26563;0.14803;2.17381
2022-04-02 Kl. 16-17;2.18434;2.18434;0.27446;0.14812;2.18434
2022-04-02 Kl. 17-18;2.23976;2.23976;0.30351;0.20011;2.23976
2022-04-02 Kl. 18-19;2.30935;2.30935;0.36378;0.25007;2.30935
2022-04-02 Kl. 19-20;2.33646;2.33646;0.43384;0.34707;2.33646
2022-04-02 Kl. 20-21;2.36006;2.36006;0.44909;0.35927;2.36006
2022-04-02 Kl. 21-22;2.35715;2.35715;0.44715;0.35772;2.35715
2022-04-02 Kl. 22-23;2.33996;2.33996;0.42925;0.34340;2.33996
2022-04-02 Kl. 23-00;2.30766;2.30766;0.34320;0.22596;2.30766
2022-04-03 Kl. 00-01;2.29853;2.29853;0.42095;0.20011;2.29853
2022-04-03 Kl. 01-02;2.26340;2.26340;0.41468;0.19624;2.26340
2022-04-03 Kl. 02-03;2.28996;2.28996;0.42554;0.18697;2.28996
2022-04-03 Kl. 03-04;2.27463;2.27463;0.42916;0.18272;2.27463
2022-04-03 Kl. 04-05;2.28755;2.28755;0.37460;0.18214;2.28755
2022-04-03 Kl. 05-06;2.26726;2.26726;0.43616;0.18340;2.26726
2022-04-03 Kl. 06-07;2.24686;2.24686;0.47395;0.18504;2.24686
2022-04-03 Kl. 07-08;2.25760;2.25760;0.49460;0.18794;2.25760
2022-04-03 Kl. 08-09;2.28066;2.28066;0.58333;0.19914;2.28066
2022-04-03 Kl. 09-10;2.24843;2.24843;0.70079;0.19991;2.24843
2022-04-03 Kl. 10-11;2.23214;2.23214;0.72313;0.19692;2.23214
2022-04-03 Kl. 11-12;2.22175;2.22175;0.72396;0.18717;2.22175
2022-04-03 Kl. 12-13;2.17588;2.17588;0.72385;0.18195;2.17588
2022-04-03 Kl. 13-14;2.16984;2.16984;0.66409;0.17973;2.16984
2022-04-03 Kl. 14-15;2.16478;2.16478;0.62425;0.17915;2.16478
2022-04-03 Kl. 15-16;2.13725;2.13725;0.58804;0.17915;2.13725
2022-04-03 Kl. 16-17;2.16128;2.16128;0.58610;0.17944;2.16128
2022-04-03 Kl. 17-18;2.16489;2.16489;0.71141;0.18243;2.16489
2022-04-03 Kl. 18-19;2.19085;2.19085;0.82888;0.19257;2.19085
2022-04-03 Kl. 19-20;2.22864;2.22864;0.94211;0.25071;2.22864
2022-04-03 Kl. 20-21;2.23274;2.23274;0.84445;0.30383;2.23274
2022-04-03 Kl. 21-22;2.19326;2.19326;0.77986;0.31001;2.19326
2022-04-03 Kl. 22-23;2.16924;2.16924;0.69210;0.30026;2.16924
2022-04-03 Kl. 23-00;2.08570;2.08570;0.56449;0.25042;2.08570
2022-04-04 Kl. 00-01;2.02099;2.02099;0.60313;0.25013;2.02099
2022-04-04 Kl. 01-02;1.96691;1.96691;0.58429;0.24550;1.96691
2022-04-04 Kl. 02-03;1.94530;1.94530;0.56655;0.24994;1.94530
2022-04-04 Kl. 03-04;1.95134;1.95134;0.54663;0.25023;1.95134
2022-04-04 Kl. 04-05;1.93818;1.93818;0.51330;0.25178;1.93818
2022-04-04 Kl. 05-06;1.93371;1.93371;0.70079;0.29301;1.93371
2022-04-04 Kl. 06-07;2.04706;2.04706;0.85254;0.44580;2.04706
2022-04-04 Kl. 07-08;2.15198;2.15198;0.80473;0.64378;2.15198
2022-04-04 Kl. 08-09;2.15669;2.15669;1.01575;0.81260;2.15669
2022-04-04 Kl. 09-10;2.16164;2.16164;1.05751;0.84601;2.16164
2022-04-04 Kl. 10-11;2.15789;2.15789;0.92195;0.73756;2.15789
2022-04-04 Kl. 11-12;2.15210;2.15210;0.84445;0.67556;2.15210
2022-04-04 Kl. 12-13;2.13700;2.13700;0.77443;0.61954;2.13700
2022-04-04 Kl. 13-14;2.13604;2.13604;0.71865;0.57492;2.13604
2022-04-04 Kl. 14-15;2.13278;2.13278;0.68304;0.54643;2.13278
2022-04-04 Kl. 15-16;2.10465;2.10465;0.58405;0.46724;2.10465
2022-04-04 Kl. 16-17;2.12349;2.12349;0.58429;0.46743;2.12349
2022-04-04 Kl. 17-18;2.12336;2.12336;0.82839;0.56372;2.12336
2022-04-04 Kl. 18-19;2.12300;2.12300;0.84420;0.54653;2.12300
2022-04-04 Kl. 19-20;2.12940;2.12940;0.90371;0.72143;2.12940
2022-04-04 Kl. 20-21;2.13520;2.13520;0.87813;0.70250;2.13520
2022-04-04 Kl. 21-22;2.13616;2.13616;0.76574;0.61259;2.13616
2022-04-04 Kl. 22-23;2.13568;2.13568;0.67471;0.53977;2.13568
2022-04-04 Kl. 23-00;2.07544;2.07544;0.58320;0.46656;2.07544
2022-04-05 Kl. 00-01;2.07668;2.07668;0.32431;0.16715;2.07668
2022-04-05 Kl. 01-02;2.07116;2.07116;0.33185;0.16312;2.07116
2022-04-05 Kl. 02-03;2.06865;2.06865;0.33185;0.16236;2.06865
2022-04-05 Kl. 03-04;2.07164;2.07164;0.33054;0.16772;2.07164
2022-04-05 Kl. 04-05;2.07823;2.07823;0.32406;0.18421;2.07823
2022-04-05 Kl. 05-06;2.08601;2.08601;0.37019;0.29615;2.08601
2022-04-05 Kl. 06-07;2.14820;2.14820;0.47598;0.38078;2.14820
2022-04-05 Kl. 07-08;2.18725;2.18725;0.48101;0.38481;2.18725
2022-04-05 Kl. 08-09;2.23014;2.23014;0.48400;0.37982;2.23014
2022-04-05 Kl. 09-10;2.20439;2.20439;0.47861;0.34561;2.20439
2022-04-05 Kl. 10-11;2.18761;2.18761;0.42039;0.32932;2.18761
2022-04-05 Kl. 11-12;2.17479;2.17479;0.37763;0.30210;2.17479
2022-04-05 Kl. 12-13;2.16749;2.16749;0.36036;0.28829;2.16749
2022-04-05 Kl. 13-14;2.16844;2.16844;0.34588;0.27670;2.16844
2022-04-05 Kl. 14-15;2.16784;2.16784;0.33090;0.26472;2.16784
2022-04-05 Kl. 15-16;2.15346;2.15346;0.34695;0.27756;2.15346
2022-04-05 Kl. 16-17;2.17839;2.17839;0.34743;0.27794;2.17839
2022-04-05 Kl. 17-18;2.19336;2.19336;0.34133;0.27306;2.19336
2022-04-05 Kl. 18-19;2.23063;2.23063;0.35186;0.28149;2.23063
2022-04-05 Kl. 19-20;2.27099;2.27099;0.35941;0.28753;2.27099
2022-04-05 Kl. 20-21;2.39583;2.39583;0.38445;0.27258;2.39583
2022-04-05 Kl. 21-22;2.32539;2.32539;0.37128;0.26395;2.32539
2022-04-05 Kl. 22-23;2.24009;2.24009;0.36971;0.25130;2.24009
2022-04-05 Kl. 23-00;2.17886;2.17886;0.34276;0.20386;2.17886
2022-04-06 Kl. 00-01;2.14594;2.14594;0.31685;0.23569;2.14594
2022-04-06 Kl. 01-02;2.05544;2.05544;0.28983;0.23119;2.05544
2022-04-06 Kl. 02-03;2.03211;2.03211;0.28229;0.21617;2.03211
2022-04-06 Kl. 03-04;2.00785;2.00785;0.28708;0.21139;2.00785
2022-04-06 Kl. 04-05;1.97365;1.97365;0.30394;0.21952;1.97365
2022-04-06 Kl. 05-06;2.00988;2.00988;0.28433;0.22746;2.00988
2022-04-06 Kl. 06-07;2.08580;2.08580;0.27895;0.22316;2.08580
2022-04-06 Kl. 07-08;2.15193;2.15193;0.32796;0.24047;2.15193
2022-04-06 Kl. 08-09;2.15861;2.15861;0.34781;0.27098;2.15861
2022-04-06 Kl. 09-10;2.11211;2.11211;0.37711;0.30169;2.11211
2022-04-06 Kl. 10-11;2.08939;2.08939;0.38021;0.30417;2.08939
2022-04-06 Kl. 11-12;2.08401;2.08401;0.34734;0.27787;2.08401
2022-04-06 Kl. 12-13;2.06655;2.06655;0.33323;0.26658;2.06655
2022-04-06 Kl. 13-14;2.05376;2.05376;0.34710;0.27768;2.05376
2022-04-06 Kl. 14-15;2.07480;2.07480;0.38225;0.30580;2.07480
2022-04-06 Kl. 15-16;2.06571;2.06571;0.41800;0.32024;2.06571
2022-04-06 Kl. 16-17;2.06846;2.06846;0.48029;0.31307;2.06846
2022-04-06 Kl. 17-18;2.08210;2.08210;0.53613;0.25080;2.08210
2022-04-06 Kl. 18-19;2.09035;2.09035;0.57463;0.26955;2.09035
2022-04-06 Kl. 19-20;2.14080;2.14080;0.59663;0.31316;2.14080
2022-04-06 Kl. 20-21;2.10995;2.10995;0.60608;0.32818;2.10995
2022-04-06 Kl. 21-22;2.08688;2.08688;0.61229;0.32541;2.08688
2022-04-06 Kl. 22-23;2.09489;2.09489;0.62090;0.32330;2.09489
2022-04-06 Kl. 23-00;2.05639;2.05639;0.62616;0.26849;2.05639
2022-04-07 Kl. 00-01;2.06423;2.06423;0.73315;0.14954;2.06423
2022-04-07 Kl. 01-02;2.04368;2.04368;0.72729;0.14897;2.04368
2022-04-07 Kl. 02-03;2.02398;2.02398;0.71236;0.14868;2.02398
2022-04-07 Kl. 03-04;1.99089;1.99089;0.73780;0.14868;1.99089
2022-04-07 Kl. 04-05;1.98156;1.98156;0.70508;0.14926;1.98156
2022-04-07 Kl. 05-06;1.98276;1.98276;0.66698;0.15079;1.98276
2022-04-07 Kl. 06-07;2.02469;2.02469;0.66745;0.16340;2.02469
2022-04-07 Kl. 07-08;2.05120;2.05120;0.99628;0.17706;2.05120
2022-04-07 Kl. 08-09;2.05681;2.05681;1.72440;0.18347;2.05681
2022-04-07 Kl. 09-10;2.04404;2.04404;1.13830;0.18442;2.04404
2022-04-07 Kl. 10-11;2.04404;2.04404;0.95459;0.17974;2.04404
2022-04-07 Kl. 11-12;2.03723;2.03723;0.83503;0.17897;2.03723
2022-04-07 Kl. 12-13;2.02015;2.02015;0.81556;0.16674;2.02015
2022-04-07 Kl. 13-14;2.00175;2.00175;0.71606;0.16474;2.00175
2022-04-07 Kl. 14-15;2.01000;2.01000;0.71619;0.15967;2.01000
2022-04-07 Kl. 15-16;2.01358;2.01358;0.66685;0.15738;2.01358
2022-04-07 Kl. 16-17;2.01501;2.01501;0.65539;0.15489;2.01501
2022-04-07 Kl. 17-18;2.04058;2.04058;0.64905;0.15337;2.04058
2022-04-07 Kl. 18-19;2.05348;2.05348;0.66148;0.15413;2.05348
2022-04-07 Kl. 19-20;2.05085;2.05085;0.87480;0.15872;2.05085
2022-04-07 Kl. 20-21;2.06219;2.06219;0.71583;0.16426;2.06219
2022-04-07 Kl. 21-22;2.06040;2.06040;0.65311;0.16493;2.06040
2022-04-07 Kl. 22-23;2.04738;2.04738;0.53845;0.16455;2.04738
2022-04-07 Kl. 23-00;2.04535;2.04535;0.32668;0.16359;2.04535
2022-04-08 Kl. 00-01;2.02134;2.02134;0.18471;0.13724;2.02134
2022-04-08 Kl. 01-02;2.00900;2.00900;0.18460;0.11550;2.00900
2022-04-08 Kl. 02-03;1.99416;1.99416;0.18568;0.11540;1.99416
2022-04-08 Kl. 03-04;2.00266;2.00266;0.18748;0.11531;2.00266
2022-04-08 Kl. 04-05;2.01224;2.01224;0.18974;0.11511;2.01224
2022-04-08 Kl. 05-06;2.02924;2.02924;0.23763;0.16262;2.02924
2022-04-08 Kl. 06-07;2.04768;2.04768;0.30131;0.17698;2.04768
2022-04-08 Kl. 07-08;2.05629;2.05629;0.30215;0.17947;2.05629
2022-04-08 Kl. 08-09;2.06024;2.06024;0.33963;0.19441;2.06024
2022-04-08 Kl. 09-10;2.05629;2.05629;0.34178;0.18723;2.05629
2022-04-08 Kl. 10-11;2.03894;2.03894;0.31185;0.17593;2.03894
2022-04-08 Kl. 11-12;2.02756;2.02756;0.26181;0.17258;2.02756
2022-04-08 Kl. 12-13;2.01368;2.01368;0.25068;0.15802;2.01368
2022-04-08 Kl. 13-14;2.00039;2.00039;0.24469;0.15333;2.00039
2022-04-08 Kl. 14-15;1.98961;1.98961;0.24374;0.14950;1.98961
2022-04-08 Kl. 15-16;2.01619;2.01619;0.22650;0.14672;2.01619
2022-04-08 Kl. 16-17;2.04731;2.04731;0.24014;0.14394;2.04731
2022-04-08 Kl. 17-18;2.04744;2.04744;0.24636;0.14260;2.04744
2022-04-08 Kl. 18-19;2.06706;2.06706;0.30754;0.14251;2.06706
2022-04-08 Kl. 19-20;2.07844;2.07844;0.32263;0.14241;2.07844
2022-04-08 Kl. 20-21;2.11268;2.11268;0.31198;0.14289;2.11268
2022-04-08 Kl. 21-22;2.11998;2.11998;0.30359;0.14289;2.11998
2022-04-08 Kl. 22-23;2.10776;2.10776;0.27450;0.14212;2.10776
2022-04-08 Kl. 23-00;2.06384;2.06384;0.24709;0.14040;2.06384
2022-04-09 Kl. 00-01;2.04656;2.04656;0.24501;0.17104;2.04656
2022-04-09 Kl. 01-02;1.97855;1.97855;0.24286;0.16818;1.97855
2022-04-09 Kl. 02-03;1.96283;1.96283;0.24251;0.16885;1.96283
2022-04-09 Kl. 03-04;1.96461;1.96461;0.24656;0.16980;1.96461
2022-04-09 Kl. 04-05;1.96819;1.96819;0.24990;0.16952;1.96819
2022-04-09 Kl. 05-06;1.97259;1.97259;0.26574;0.17238;1.97259
2022-04-09 Kl. 06-07;1.97914;1.97914;0.28491;0.17886;1.97914
2022-04-09 Kl. 07-08;1.98963;1.98963;0.31434;0.18448;1.98963
2022-04-09 Kl. 08-09;2.02476;2.02476;0.40260;0.19429;2.02476
2022-04-09 Kl. 09-10;2.00178;2.00178;0.43011;0.19953;2.00178
2022-04-09 Kl. 10-11;1.97616;1.97616;0.30206;0.24165;1.97616
2022-04-09 Kl. 11-12;1.96878;1.96878;0.25966;0.20773;1.96878
2022-04-09 Kl. 12-13;1.96246;1.96246;0.26443;0.21154;1.96246
2022-04-09 Kl. 13-14;1.95914;1.95914;0.25883;0.20706;1.95914
2022-04-09 Kl. 14-15;1.95759;1.95759;0.24644;0.19715;1.95759
2022-04-09 Kl. 15-16;1.95068;1.95068;0.24680;0.19744;1.95068
2022-04-09 Kl. 16-17;1.94841;1.94841;0.22643;0.18114;1.94841
2022-04-09 Kl. 17-18;1.96425;1.96425;0.26729;0.19982;1.96425
2022-04-09 Kl. 18-19;1.97688;1.97688;0.40200;0.20049;1.97688
2022-04-09 Kl. 19-20;1.98308;1.98308;0.40235;0.29482;1.98308
2022-04-09 Kl. 20-21;1.97998;1.97998;0.40235;0.29949;1.97998
2022-04-09 Kl. 21-22;1.97748;1.97748;0.37520;0.29940;1.97748
2022-04-09 Kl. 22-23;1.97711;1.97711;0.32815;0.26252;1.97711
2022-04-09 Kl. 23-00;1.97235;1.97235;0.28086;0.20020;1.97235
2022-04-10 Kl. 00-01;1.98226;1.98226;0.30365;0.13781;1.98226
2022-04-10 Kl. 01-02;1.98155;1.98155;0.29269;0.13685;1.98155
2022-04-10 Kl. 02-03;1.98108;1.98108;0.28590;0.13533;1.98108
2022-04-10 Kl. 03-04;1.98108;1.98108;0.27601;0.13371;1.98108
2022-04-10 Kl. 04-05;1.98119;1.98119;0.26481;0.13218;1.98119
2022-04-10 Kl. 05-06;1.98179;1.98179;0.25386;0.13037;1.98179
2022-04-10 Kl. 06-07;1.98215;1.98215;0.24385;0.12904;1.98215
2022-04-10 Kl. 07-08;1.98203;1.98203;0.19489;0.12885;1.98203
2022-04-10 Kl. 08-09;1.98465;1.98465;0.17524;0.13047;1.98465
2022-04-10 Kl. 09-10;1.98274;1.98274;0.17261;0.13094;1.98274
2022-04-10 Kl. 10-11;1.97261;1.97261;0.14998;0.11998;1.97261
2022-04-10 Kl. 11-12;1.97059;1.97059;0.15486;0.12389;1.97059
2022-04-10 Kl. 12-13;1.96285;1.96285;0.10424;0.08339;1.96285
2022-04-10 Kl. 13-14;1.96238;1.96238;0.10054;0.08043;1.96238
2022-04-10 Kl. 14-15;1.94891;1.94891;0.07266;0.05813;1.94891
2022-04-10 Kl. 15-16;1.93711;1.93711;0.07290;0.05832;1.93711
2022-04-10 Kl. 16-17;1.95379;1.95379;0.10150;0.08120;1.95379
2022-04-10 Kl. 17-18;1.97988;1.97988;0.16738;0.13228;1.97988
2022-04-10 Kl. 18-19;2.02515;2.02515;0.16940;0.13418;2.02515
2022-04-10 Kl. 19-20;2.06208;2.06208;0.17583;0.14066;2.06208
2022-04-10 Kl. 20-21;2.08424;2.08424;0.18369;0.14066;2.08424
2022-04-10 Kl. 21-22;2.10533;2.10533;0.18429;0.14286;2.10533
2022-04-10 Kl. 22-23;2.10330;2.10330;0.17416;0.13933;2.10330
2022-04-10 Kl. 23-00;2.09115;2.09115;0.15439;0.12351;2.09115
2022-04-11 Kl. 00-01;2.10841;2.10841;0.16951;0.13561;2.10841
2022-04-11 Kl. 01-02;2.13200;2.13200;0.16690;0.13352;2.13200
2022-04-11 Kl. 02-03;2.13094;2.13094;0.16594;0.13275;2.13094
2022-04-11 Kl. 03-04;2.14333;2.14333;0.16714;0.13371;2.14333
2022-04-11 Kl. 04-05;2.15964;2.15964;0.16964;0.13571;2.15964
2022-04-11 Kl. 05-06;2.19085;2.19085;0.17750;0.14200;2.19085
2022-04-11 Kl. 06-07;2.23135;2.23135;0.27625;0.15277;2.23135
2022-04-11 Kl. 07-08;2.43911;2.43911;0.28353;0.17049;2.43911
2022-04-11 Kl. 08-09;3.28681;3.28681;0.30365;0.24111;3.28681
2022-04-11 Kl. 09-10;2.58969;2.58969;0.32545;0.20061;2.58969
2022-04-11 Kl. 10-11;2.37848;2.37848;0.32903;0.17764;2.37848
2022-04-11 Kl. 11-12;2.20599;2.20599;0.32521;0.15134;2.20599
2022-04-11 Kl. 12-13;2.16834;2.16834;0.33010;0.14972;2.16834
2022-04-11 Kl. 13-14;2.10783;2.10783;0.32998;0.14591;2.10783
2022-04-11 Kl. 14-15;2.09876;2.09876;0.33284;0.14448;2.09876
2022-04-11 Kl. 15-16;2.09126;2.09126;0.33094;0.14314;2.09126
2022-04-11 Kl. 16-17;2.14261;2.14261;0.33224;0.14133;2.14261
2022-04-11 Kl. 17-18;2.19693;2.19693;0.33654;0.14086;2.19693
2022-04-11 Kl. 18-19;2.23350;2.23350;0.38180;0.14295;2.23350
2022-04-11 Kl. 19-20;2.27758;2.27758;0.40181;0.15134;2.27758
2022-04-11 Kl. 20-21;2.35203;2.35203;0.44935;0.15572;2.35203
2022-04-11 Kl. 21-22;2.25483;2.25483;0.39455;0.15629;2.25483
2022-04-11 Kl. 22-23;2.23076;2.23076;0.38573;0.15181;2.23076
2022-04-11 Kl. 23-00;2.21635;2.21635;0.34690;0.14915;2.21635
2022-04-12 Kl. 00-01;2.22453;2.22453;0.41245;0.15078;2.22453
2022-04-12 Kl. 01-02;2.17628;2.17628;0.40674;0.15030;2.17628
2022-04-12 Kl. 02-03;2.13673;2.13673;0.40864;0.15011;2.13673
2022-04-12 Kl. 03-04;2.13304;2.13304;0.41650;0.15040;2.13304
2022-04-12 Kl. 04-05;2.14435;2.14435;0.46070;0.15068;2.14435
2022-04-12 Kl. 05-06;2.20880;2.20880;0.50466;0.15183;2.20880
2022-04-12 Kl. 06-07;2.36726;2.36726;0.50145;0.16079;2.36726
2022-04-12 Kl. 07-08;2.45280;2.45280;0.56411;0.17156;2.45280
2022-04-12 Kl. 08-09;2.55216;2.55216;0.69826;0.18014;2.55216
2022-04-12 Kl. 09-10;2.38263;2.38263;0.84480;0.17127;2.38263
2022-04-12 Kl. 10-11;2.17438;2.17438;1.19043;0.16689;2.17438
2022-04-12 Kl. 11-12;2.12076;2.12076;1.19090;0.16231;2.12076
2022-04-12 Kl. 12-13;2.07751;2.07751;1.15956;0.16117;2.07751
2022-04-12 Kl. 13-14;2.06810;2.06810;0.96275;0.16003;2.06810
2022-04-12 Kl. 14-15;2.06691;2.06691;0.99718;0.15993;2.06691
2022-04-12 Kl. 15-16;2.06334;2.06334;0.91748;0.16165;2.06334
2022-04-12 Kl. 16-17;2.08550;2.08550;0.91235;0.16165;2.08550
2022-04-12 Kl. 17-18;2.13733;2.13733;2.13733;0.16050;2.13733
2022-04-12 Kl. 18-19;2.19963;2.19963;2.19963;0.16165;2.19963
2022-04-12 Kl. 19-20;2.22823;2.22823;2.22823;0.16679;2.22823
2022-04-12 Kl. 20-21;2.21560;2.21560;2.21560;0.17527;2.21560
2022-04-12 Kl. 21-22;2.17270;2.17270;2.17270;0.17127;2.17270
2022-04-12 Kl. 22-23;2.09991;2.09991;2.06346;0.16165;2.09991
2022-04-12 Kl. 23-00;2.05000;2.05000;1.30991;0.15383;2.05000
2022-04-13 Kl. 00-01;2.06821;2.06821;0.91275;0.17564;2.06821
2022-04-13 Kl. 01-02;2.05555;2.05555;0.91788;0.16580;2.05555
2022-04-13 Kl. 02-03;2.04409;2.04409;0.91860;0.16198;2.04409
2022-04-13 Kl. 03-04;2.08960;2.08960;0.93006;0.16179;2.08960
2022-04-13 Kl. 04-05;2.13225;2.13225;0.93903;0.16351;2.13225
2022-04-13 Kl. 05-06;2.14945;2.14945;1.07939;0.16915;2.14945
2022-04-13 Kl. 06-07;2.18839;2.18839;2.18839;0.24827;2.18839
2022-04-13 Kl. 07-08;2.24536;2.24536;2.24536;0.22142;2.24536
2022-04-13 Kl. 08-09;2.29053;2.29053;2.29053;0.24885;2.29053
2022-04-13 Kl. 09-10;2.25576;2.25576;2.25576;0.24865;2.25576
2022-04-13 Kl. 10-11;2.24381;2.24381;1.40656;0.24865;2.24381
2022-04-13 Kl. 11-12;2.22816;2.22816;1.27183;0.24894;2.22816
2022-04-13 Kl. 12-13;2.20021;2.20021;1.14950;0.24951;2.20021
2022-04-13 Kl. 13-14;2.24179;2.24179;0.97164;0.24875;2.24179
2022-04-13 Kl. 14-15;2.26424;2.26424;0.87273;0.24885;2.26424
2022-04-13 Kl. 15-16;2.26436;2.26436;0.82758;0.24885;2.26436
2022-04-13 Kl. 16-17;2.27189;2.27189;0.90940;0.24865;2.27189
2022-04-13 Kl. 17-18;2.25839;2.25839;0.94965;0.24827;2.25839
2022-04-13 Kl. 18-19;2.25349;2.25349;1.03470;0.24837;2.25349
2022-04-13 Kl. 19-20;2.25660;2.25660;1.31388;0.24885;2.25660
2022-04-13 Kl. 20-21;2.26520;2.26520;1.05048;0.25076;2.26520
2022-04-13 Kl. 21-22;2.28359;2.28359;0.86484;0.24961;2.28359
2022-04-13 Kl. 22-23;2.29053;2.29053;0.76856;0.24846;2.29053
2022-04-13 Kl. 23-00;2.28276;2.28276;0.65700;0.19409;2.28276
2022-04-14 Kl. 00-01;2.35015;2.35015;0.55749;0.25594;2.35015
2022-04-14 Kl. 01-02;2.32879;2.32879;0.54209;0.24973;2.32879
2022-04-14 Kl. 02-03;2.31195;2.31195;0.53850;0.24954;2.31195
2022-04-14 Kl. 03-04;2.28855;2.28855;0.55331;0.24954;2.28855
2022-04-14 Kl. 04-05;2.28939;2.28939;0.58541;0.24954;2.28939
2022-04-14 Kl. 05-06;2.33893;2.33893;0.86595;0.25613;2.33893
2022-04-14 Kl. 06-07;2.32126;2.32126;0.72688;0.30044;2.32126
2022-04-14 Kl. 07-08;2.34144;2.34144;0.79123;0.20876;2.34144
2022-04-14 Kl. 08-09;2.38691;2.38691;1.27733;0.22920;2.38691
2022-04-14 Kl. 09-10;2.32329;2.32329;1.41520;0.24209;2.32329
2022-04-14 Kl. 10-11;2.33296;2.33296;1.67126;0.22958;2.33296
2022-04-14 Kl. 11-12;2.31720;2.31720;1.30860;0.20055;2.31720
2022-04-14 Kl. 12-13;2.28868;2.28868;1.28293;0.19358;2.28868
