Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2021-01-03 Kl. 19-20;0.36451;0.36451;0.36451;0.23020;0.36451
2021-01-03 Kl. 20-21;0.35981;0.35981;0.35981;0.22038;0.35981
2021-01-03 Kl. 21-22;0.35303;0.35303;0.35303;0.20847;0.35303
2021-01-03 Kl. 22-23;0.34180;0.34180;0.34180;0.20816;0.34180
2021-01-03 Kl. 23-00;0.32535;0.32535;0.32535;0.20607;0.32535
2021-01-04 Kl. 00-01;0.32195;0.32195;0.32195;0.20555;0.32195
2021-01-04 Kl. 01-02;0.31399;0.31399;0.31399;0.20273;0.31399
2021-01-04 Kl. 02-03;0.31176;0.31176;0.31176;0.20074;0.31176
2021-01-04 Kl. 03-04;0.31373;0.31373;0.31373;0.19939;0.31373
2021-01-04 Kl. 04-05;0.32091;0.32091;0.32091;0.19897;0.32091
2021-01-04 Kl. 05-06;0.33736;0.33736;0.33736;0.19949;0.33736
2021-01-04 Kl. 06-07;0.36830;0.36830;0.36830;0.20053;0.36830
2021-01-04 Kl. 07-08;0.40276;0.40276;0.40276;0.20607;0.40276
2021-01-04 Kl. 08-09;0.64234;0.64234;0.64234;0.20785;0.64234
2021-01-04 Kl. 09-10;0.65304;0.65304;0.65304;0.20879;0.65304
2021-01-04 Kl. 10-11;0.72329;0.72329;0.72329;0.20785;0.72329
2021-01-04 Kl. 11-12;0.73804;0.73804;0.73804;0.20868;0.73804
2021-01-04 Kl. 12-13;0.67981;0.67981;0.67981;0.20837;0.67981
2021-01-04 Kl. 13-14;0.73804;0.73804;0.73804;0.20701;0.73804
2021-01-04 Kl. 14-15;0.75710;0.75710;0.75710;0.20795;0.75710
2021-01-04 Kl. 15-16;0.75214;0.75214;0.75761;0.20816;0.75214
2021-01-04 Kl. 16-17;0.78425;0.78425;0.78986;0.20722;0.78425
2021-01-04 Kl. 17-18;0.85149;0.85149;0.85149;0.20628;0.85149
2021-01-04 Kl. 18-19;0.77799;0.77799;0.78399;0.20576;0.77799
2021-01-04 Kl. 19-20;0.54220;0.54220;0.70148;0.20544;0.54220
2021-01-04 Kl. 20-21;0.49194;0.49194;0.49194;0.20461;0.49194
2021-01-04 Kl. 21-22;0.45460;0.45460;0.45460;0.20356;0.45460
2021-01-04 Kl. 22-23;0.40408;0.40408;0.40408;0.20273;0.40408
2021-01-04 Kl. 23-00;0.35708;0.35708;0.35708;0.20168;0.35708
2021-01-05 Kl. 00-01;0.36279;0.36279;0.36279;0.19985;0.36279
2021-01-05 Kl. 01-02;0.35809;0.35809;0.35809;0.19964;0.35809
2021-01-05 Kl. 02-03;0.35326;0.35326;0.35326;0.19954;0.35326
2021-01-05 Kl. 03-04;0.35404;0.35404;0.35404;0.19954;0.35404
2021-01-05 Kl. 04-05;0.36253;0.36253;0.36253;0.19985;0.36253
2021-01-05 Kl. 05-06;0.38888;0.38888;0.38888;0.20068;0.38888
2021-01-05 Kl. 06-07;0.46675;0.46675;0.46675;0.20267;0.46675
2021-01-05 Kl. 07-08;0.60776;0.60776;0.69974;0.20590;0.60776
2021-01-05 Kl. 08-09;0.78270;0.78270;0.78270;0.21102;0.78270
2021-01-05 Kl. 09-10;0.78426;0.78426;0.78426;0.21185;0.78426
2021-01-05 Kl. 10-11;0.79809;0.79809;0.79809;0.21436;0.79809
2021-01-05 Kl. 11-12;0.81479;0.81479;0.81479;0.21488;0.81479
2021-01-05 Kl. 12-13;0.80201;0.80201;0.80201;0.21968;0.80201
2021-01-05 Kl. 13-14;0.81258;0.81258;0.81258;0.21999;0.81258
2021-01-05 Kl. 14-15;0.80735;0.80735;0.80931;0.22521;0.80735
2021-01-05 Kl. 15-16;0.81544;0.81544;0.81544;0.22364;0.81544
2021-01-05 Kl. 16-17;0.83828;0.83828;0.83828;0.21895;0.83828
2021-01-05 Kl. 17-18;0.84871;0.84871;0.85575;0.21258;0.84871
2021-01-05 Kl. 18-19;0.61585;0.61585;0.78440;0.20987;0.61585
2021-01-05 Kl. 19-20;0.58455;0.58455;0.71304;0.20914;0.58455
2021-01-05 Kl. 20-21;0.53198;0.53198;0.53198;0.21310;0.53198
2021-01-05 Kl. 21-22;0.51659;0.51659;0.51659;0.20903;0.51659
2021-01-05 Kl. 22-23;0.41823;0.41823;0.41823;0.20622;0.41823
2021-01-05 Kl. 23-00;0.38105;0.38105;0.38105;0.20298;0.38105
2021-01-06 Kl. 00-01;0.39049;0.39049;0.39049;0.22872;0.39049
2021-01-06 Kl. 01-02;0.37595;0.37595;0.37595;0.22421;0.37595
2021-01-06 Kl. 02-03;0.36798;0.36798;0.36798;0.21259;0.36798
2021-01-06 Kl. 03-04;0.36626;0.36626;0.36626;0.21185;0.36626
2021-01-06 Kl. 04-05;0.36863;0.36863;0.36863;0.21939;0.36863
2021-01-06 Kl. 05-06;0.37963;0.37963;0.37963;0.22474;0.37963
2021-01-06 Kl. 06-07;0.40214;0.40214;0.40214;0.29940;0.40214
2021-01-06 Kl. 07-08;0.46524;0.46524;0.46524;0.24997;0.46524
2021-01-06 Kl. 08-09;0.51288;0.51288;0.51288;0.25060;0.51288
2021-01-06 Kl. 09-10;0.54823;0.54823;0.54823;0.25081;0.54823
2021-01-06 Kl. 10-11;0.60308;0.60308;0.60308;0.23154;0.60308
2021-01-06 Kl. 11-12;0.59260;0.59260;0.59260;0.23133;0.59260
2021-01-06 Kl. 12-13;0.60490;0.60490;0.60490;0.25050;0.60490
2021-01-06 Kl. 13-14;0.61983;0.61983;0.61983;0.27186;0.61983
2021-01-06 Kl. 14-15;0.67166;0.67166;0.67166;0.29940;0.67166
2021-01-06 Kl. 15-16;0.71866;0.71866;0.71866;0.26484;0.71866
2021-01-06 Kl. 16-17;0.76448;0.76448;0.76448;0.26097;0.76448
2021-01-06 Kl. 17-18;0.78450;0.78450;0.78450;0.24453;0.78450
2021-01-06 Kl. 18-19;0.72874;0.72874;0.72874;0.27951;0.72874
2021-01-06 Kl. 19-20;0.65779;0.65779;0.65779;0.26432;0.65779
2021-01-06 Kl. 20-21;0.52153;0.52153;0.52153;0.32475;0.52153
2021-01-06 Kl. 21-22;0.52270;0.52270;0.52270;0.26924;0.52270
2021-01-06 Kl. 22-23;0.50660;0.50660;0.50660;0.24285;0.50660
2021-01-06 Kl. 23-00;0.42544;0.42544;0.42544;0.22453;0.42544
2021-01-07 Kl. 00-01;0.55878;0.55878;0.55878;0.28483;0.55878
2021-01-07 Kl. 01-02;0.53050;0.53050;0.53050;0.25796;0.53050
2021-01-07 Kl. 02-03;0.50833;0.50833;0.50833;0.24406;0.50833
2021-01-07 Kl. 03-04;0.51598;0.51598;0.51598;0.23845;0.51598
2021-01-07 Kl. 04-05;0.53543;0.53543;0.53543;0.24094;0.53543
2021-01-07 Kl. 05-06;0.59069;0.59069;0.59069;0.25101;0.59069
2021-01-07 Kl. 06-07;0.68563;0.68563;0.72596;0.26616;0.68563
2021-01-07 Kl. 07-08;0.87941;0.87941;0.87941;0.27197;0.87941
2021-01-07 Kl. 08-09;1.09511;1.09511;1.09511;0.29013;1.09511
2021-01-07 Kl. 09-10;1.08771;1.08771;1.08771;0.29936;1.08771
2021-01-07 Kl. 10-11;1.06930;1.06930;1.06930;0.30102;1.06930
2021-01-07 Kl. 11-12;1.11535;1.11535;1.11535;0.30808;1.11535
2021-01-07 Kl. 12-13;1.09874;1.09874;1.09874;0.30974;1.09874
2021-01-07 Kl. 13-14;1.06735;1.06735;1.06735;0.36193;1.06735
2021-01-07 Kl. 14-15;1.01975;1.01975;1.01975;0.36837;1.01975
2021-01-07 Kl. 15-16;1.05801;1.05801;1.05801;0.36432;1.05801
2021-01-07 Kl. 16-17;1.16320;1.16320;1.16320;0.32095;1.16320
2021-01-07 Kl. 17-18;1.29590;1.29590;1.29590;0.30984;1.29590
2021-01-07 Kl. 18-19;1.09758;1.09758;1.09758;0.30517;1.09758
2021-01-07 Kl. 19-20;1.00899;1.00899;1.00899;0.29998;1.00899
2021-01-07 Kl. 20-21;0.83959;0.83959;0.84569;0.32157;0.83959
2021-01-07 Kl. 21-22;0.75684;0.75684;0.76955;0.29998;0.75684
2021-01-07 Kl. 22-23;0.75023;0.75023;0.75566;0.28483;0.75023
2021-01-07 Kl. 23-00;0.65670;0.65670;0.66138;0.26232;0.65670
2021-01-08 Kl. 00-01;0.63913;0.63913;0.63913;0.28992;0.63913
2021-01-08 Kl. 01-02;0.61410;0.61410;0.61410;0.28401;0.61410
2021-01-08 Kl. 02-03;0.59336;0.59336;0.59336;0.28100;0.59336
2021-01-08 Kl. 03-04;0.57690;0.57690;0.57690;0.28535;0.57690
2021-01-08 Kl. 04-05;0.59220;0.59220;0.59220;0.28660;0.59220
2021-01-08 Kl. 05-06;0.65234;0.65234;0.65234;0.29842;0.65234
2021-01-08 Kl. 06-07;0.77301;0.77301;0.77391;0.32932;0.77301
2021-01-08 Kl. 07-08;1.00294;1.00294;1.03120;0.28857;1.00294
2021-01-08 Kl. 08-09;1.34201;1.34201;1.34201;0.31117;1.34201
2021-01-08 Kl. 09-10;1.39723;1.39723;1.39723;0.32984;1.39723
2021-01-08 Kl. 10-11;1.39100;1.39100;1.39100;0.37048;1.39100
2021-01-08 Kl. 11-12;1.35134;1.35134;1.35134;0.48672;1.35134
2021-01-08 Kl. 12-13;1.29496;1.29496;1.29496;0.43830;1.29496
2021-01-08 Kl. 13-14;1.23481;1.23481;1.23481;0.49336;1.23481
2021-01-08 Kl. 14-15;1.20176;1.20176;1.20176;0.46163;1.20176
2021-01-08 Kl. 15-16;1.23676;1.23676;1.23676;0.45333;1.23676
2021-01-08 Kl. 16-17;1.23133;1.23133;1.23133;0.33917;1.23133
2021-01-08 Kl. 17-18;1.42574;1.42574;1.42574;0.31926;1.42574
2021-01-08 Kl. 18-19;1.29548;1.29548;1.29548;0.32413;1.29548
2021-01-08 Kl. 19-20;1.03845;1.03845;1.03845;0.30962;1.03845
2021-01-08 Kl. 20-21;0.79686;0.79686;0.79686;0.32922;0.79686
2021-01-08 Kl. 21-22;0.77029;0.77029;0.77029;0.30817;0.77029
2021-01-08 Kl. 22-23;0.72869;0.72869;0.72869;0.30920;0.72869
2021-01-08 Kl. 23-00;0.65429;0.65429;0.65429;0.29147;0.65429
2021-01-09 Kl. 00-01;0.61321;0.61321;0.61321;0.43840;0.61321
2021-01-09 Kl. 01-02;0.60626;0.60626;0.60626;0.39242;0.60626
2021-01-09 Kl. 02-03;0.59904;0.59904;0.59904;0.36345;0.59904
2021-01-09 Kl. 03-04;0.61438;0.61438;0.61438;0.33829;0.61438
2021-01-09 Kl. 04-05;0.61915;0.61915;0.61915;0.33767;0.61915
2021-01-09 Kl. 05-06;0.61566;0.61566;0.55509;0.33808;0.61566
2021-01-09 Kl. 06-07;0.62198;0.62198;0.54749;0.29839;0.62198
2021-01-09 Kl. 07-08;0.67225;0.67225;0.52519;0.27591;0.67225
2021-01-09 Kl. 08-09;0.74893;0.74893;0.53074;0.29632;0.74893
2021-01-09 Kl. 09-10;0.83360;0.83360;0.53989;0.35551;0.83360
2021-01-09 Kl. 10-11;0.84559;0.84559;0.53473;0.39881;0.84559
2021-01-09 Kl. 11-12;0.84920;0.84920;0.51526;0.37097;0.84920
2021-01-09 Kl. 12-13;0.83734;0.83734;0.50148;0.37778;0.83734
2021-01-09 Kl. 13-14;0.78038;0.78038;0.48871;0.37345;0.78038
2021-01-09 Kl. 14-15;0.74931;0.74931;0.48485;0.38417;0.74931
2021-01-09 Kl. 15-16;0.74931;0.74931;0.49388;0.38520;0.74931
2021-01-09 Kl. 16-17;0.78399;0.78399;0.50303;0.36128;0.78399
2021-01-09 Kl. 17-18;0.88760;0.88760;0.50793;0.34303;0.88760
2021-01-09 Kl. 18-19;0.89818;0.89818;0.51463;0.41170;0.89818
2021-01-09 Kl. 19-20;0.84765;0.84765;0.50689;0.39860;0.84765
2021-01-09 Kl. 20-21;0.64350;0.64350;0.49839;0.35231;0.64350
2021-01-09 Kl. 21-22;0.61799;0.61799;0.49645;0.34324;0.61799
2021-01-09 Kl. 22-23;0.56025;0.56025;0.51218;0.33767;0.56025
2021-01-09 Kl. 23-00;0.47223;0.47223;0.47223;0.29055;0.47223
2021-01-10 Kl. 00-01;0.50236;0.50236;0.46096;0.36877;0.50236
2021-01-10 Kl. 01-02;0.46524;0.46524;0.42153;0.33722;0.46524
2021-01-10 Kl. 02-03;0.44429;0.44429;0.40406;0.32325;0.44429
2021-01-10 Kl. 03-04;0.43808;0.43808;0.39113;0.30100;0.43808
2021-01-10 Kl. 04-05;0.43769;0.43769;0.37794;0.30059;0.43769
2021-01-10 Kl. 05-06;0.44248;0.44248;0.38375;0.30700;0.44248
2021-01-10 Kl. 06-07;0.44015;0.44015;0.39203;0.30990;0.44015
2021-01-10 Kl. 07-08;0.48645;0.48645;0.39100;0.28206;0.48645
2021-01-10 Kl. 08-09;0.50559;0.50559;0.41699;0.29614;0.50559
2021-01-10 Kl. 09-10;0.52719;0.52719;0.45101;0.30100;0.52719
2021-01-10 Kl. 10-11;0.57116;0.57116;0.50196;0.35087;0.57116
2021-01-10 Kl. 11-12;0.58643;0.58643;0.51723;0.40064;0.58643
2021-01-10 Kl. 12-13;0.57893;0.57893;0.51723;0.40116;0.57893
2021-01-10 Kl. 13-14;0.57349;0.57349;0.52034;0.41627;0.57349
2021-01-10 Kl. 14-15;0.58785;0.58785;0.55616;0.44493;0.58785
2021-01-10 Kl. 15-16;0.60363;0.60363;0.60014;0.44721;0.60363
2021-01-10 Kl. 16-17;0.65601;0.65601;0.64580;0.45103;0.65601
2021-01-10 Kl. 17-18;0.71073;0.71073;0.71073;0.44089;0.71073
2021-01-10 Kl. 18-19;0.68990;0.68990;0.68990;0.40054;0.68990
2021-01-10 Kl. 19-20;0.63881;0.63881;0.63881;0.40126;0.63881
2021-01-10 Kl. 20-21;0.60053;0.60053;0.60053;0.40075;0.60053
2021-01-10 Kl. 21-22;0.57544;0.57544;0.57544;0.40106;0.57544
2021-01-10 Kl. 22-23;0.51826;0.51826;0.51826;0.40095;0.51826
2021-01-10 Kl. 23-00;0.46408;0.46408;0.46408;0.37126;0.46408
2021-01-11 Kl. 00-01;0.52513;0.52513;0.52513;0.40064;0.52513
2021-01-11 Kl. 01-02;0.51206;0.51206;0.51206;0.34011;0.51206
2021-01-11 Kl. 02-03;0.48865;0.48865;0.48865;0.31590;0.48865
2021-01-11 Kl. 03-04;0.45825;0.45825;0.45825;0.31766;0.45825
2021-01-11 Kl. 04-05;0.48231;0.48231;0.48231;0.33970;0.48231
2021-01-11 Kl. 05-06;0.53560;0.53560;0.53560;0.40106;0.53560
2021-01-11 Kl. 06-07;0.55331;0.55331;0.55331;0.44265;0.55331
2021-01-11 Kl. 07-08;0.65110;0.65110;0.64346;0.51477;0.65110
2021-01-11 Kl. 08-09;0.74048;0.74048;0.66506;0.53205;0.74048
2021-01-11 Kl. 09-10;0.64179;0.64179;0.64179;0.51343;0.64179
2021-01-11 Kl. 10-11;0.61528;0.61528;0.61528;0.49222;0.61528
2021-01-11 Kl. 11-12;0.57738;0.57738;0.57738;0.46190;0.57738
2021-01-11 Kl. 12-13;0.56043;0.56043;0.56043;0.44834;0.56043
2021-01-11 Kl. 13-14;0.55111;0.55111;0.55111;0.44089;0.55111
2021-01-11 Kl. 14-15;0.54388;0.54388;0.54388;0.43510;0.54388
2021-01-11 Kl. 15-16;0.54724;0.54724;0.54724;0.43779;0.54724
2021-01-11 Kl. 16-17;0.55979;0.55979;0.55979;0.44783;0.55979
2021-01-11 Kl. 17-18;0.58178;0.58178;0.55021;0.44017;0.58178
2021-01-11 Kl. 18-19;0.55526;0.55526;0.54361;0.43489;0.55526
2021-01-11 Kl. 19-20;0.51361;0.51361;0.51361;0.41089;0.51361
2021-01-11 Kl. 20-21;0.47998;0.47998;0.47998;0.38398;0.47998
2021-01-11 Kl. 21-22;0.44286;0.44286;0.44286;0.35429;0.44286
2021-01-11 Kl. 22-23;0.42954;0.42954;0.42954;0.34363;0.42954
2021-01-11 Kl. 23-00;0.36551;0.36551;0.35426;0.28341;0.36551
2021-01-12 Kl. 00-01;0.33848;0.33848;0.33848;0.22369;0.33848
2021-01-12 Kl. 01-02;0.32904;0.32904;0.32904;0.22017;0.32904
2021-01-12 Kl. 02-03;0.32256;0.32256;0.32256;0.21965;0.32256
2021-01-12 Kl. 03-04;0.32670;0.32670;0.31390;0.24987;0.32670
2021-01-12 Kl. 04-05;0.36229;0.36229;0.34935;0.27948;0.36229
2021-01-12 Kl. 05-06;0.45325;0.45325;0.45325;0.35235;0.45325
2021-01-12 Kl. 06-07;0.51936;0.51936;0.43539;0.34831;0.51936
2021-01-12 Kl. 07-08;0.70529;0.70529;0.43410;0.34728;0.70529
2021-01-12 Kl. 08-09;0.78460;0.78460;0.43785;0.35028;0.78460
2021-01-12 Kl. 09-10;0.71111;0.71111;0.43643;0.34914;0.71111
2021-01-12 Kl. 10-11;0.73104;0.73104;0.44044;0.35235;0.73104
2021-01-12 Kl. 11-12;0.71603;0.71603;0.44393;0.35514;0.71603
2021-01-12 Kl. 12-13;0.64824;0.64824;0.44846;0.35877;0.64824
2021-01-12 Kl. 13-14;0.62171;0.62171;0.45144;0.36115;0.62171
2021-01-12 Kl. 14-15;0.62158;0.62158;0.45480;0.36384;0.62158
2021-01-12 Kl. 15-16;0.67295;0.67295;0.45466;0.36373;0.67295
2021-01-12 Kl. 16-17;0.79004;0.79004;0.45480;0.36384;0.79004
2021-01-12 Kl. 17-18;0.82964;0.82964;0.45454;0.34914;0.82964
2021-01-12 Kl. 18-19;0.78150;0.78150;0.45570;0.36456;0.78150
2021-01-12 Kl. 19-20;0.65276;0.65276;0.45829;0.36663;0.65276
2021-01-12 Kl. 20-21;0.54071;0.54071;0.45713;0.36570;0.54071
2021-01-12 Kl. 21-22;0.52674;0.52674;0.45584;0.32088;0.52674
2021-01-12 Kl. 22-23;0.48844;0.48844;0.45299;0.30670;0.48844
2021-01-12 Kl. 23-00;0.44794;0.44794;0.44794;0.30059;0.44794
2021-01-13 Kl. 00-01;0.42813;0.42813;0.42813;0.28879;0.42813
2021-01-13 Kl. 01-02;0.42035;0.42035;0.42035;0.27956;0.42035
2021-01-13 Kl. 02-03;0.40934;0.40934;0.40934;0.27852;0.40934
2021-01-13 Kl. 03-04;0.39975;0.39975;0.39975;0.28081;0.39975
2021-01-13 Kl. 04-05;0.41064;0.41064;0.41064;0.28972;0.41064
2021-01-13 Kl. 05-06;0.47713;0.47713;0.47713;0.31471;0.47713
2021-01-13 Kl. 06-07;0.54271;0.54271;0.47130;0.37434;0.54271
2021-01-13 Kl. 07-08;0.59896;0.59896;0.47609;0.31098;0.59896
2021-01-13 Kl. 08-09;0.72768;0.72768;0.57201;0.32135;0.72768
2021-01-13 Kl. 09-10;0.61841;0.61841;0.54660;0.37092;0.61841
2021-01-13 Kl. 10-11;0.59923;0.59923;0.58433;0.46746;0.59923
2021-01-13 Kl. 11-12;0.56799;0.56799;0.56799;0.45439;0.56799
2021-01-13 Kl. 12-13;0.53429;0.53429;0.53429;0.42743;0.53429
2021-01-13 Kl. 13-14;0.51899;0.51899;0.51899;0.41519;0.51899
2021-01-13 Kl. 14-15;0.51160;0.51160;0.51160;0.40928;0.51160
2021-01-13 Kl. 15-16;0.53364;0.53364;0.53364;0.42691;0.53364
2021-01-13 Kl. 16-17;0.59508;0.59508;0.59508;0.47606;0.59508
2021-01-13 Kl. 17-18;0.71925;0.71925;0.71925;0.57540;0.71925
2021-01-13 Kl. 18-19;0.70655;0.70655;0.70655;0.50074;0.70655
2021-01-13 Kl. 19-20;0.62346;0.62346;0.62346;0.44496;0.62346
2021-01-13 Kl. 20-21;0.61103;0.61103;0.61103;0.48094;0.61103
2021-01-13 Kl. 21-22;0.52989;0.52989;0.52989;0.42391;0.52989
2021-01-13 Kl. 22-23;0.51874;0.51874;0.51874;0.38139;0.51874
2021-01-13 Kl. 23-00;0.49294;0.49294;0.49294;0.31264;0.49294
2021-01-14 Kl. 00-01;0.48150;0.48150;0.48150;0.38117;0.48150
2021-01-14 Kl. 01-02;0.47646;0.47646;0.47646;0.36341;0.47646
2021-01-14 Kl. 02-03;0.47736;0.47736;0.47736;0.32334;0.47736
2021-01-14 Kl. 03-04;0.50913;0.50913;0.50913;0.32117;0.50913
2021-01-14 Kl. 04-05;0.54424;0.54424;0.54424;0.33325;0.54424
2021-01-14 Kl. 05-06;0.58529;0.58529;0.58529;0.38076;0.58529
2021-01-14 Kl. 06-07;0.70973;0.70973;0.70973;0.45026;0.70973
2021-01-14 Kl. 07-08;1.05000;1.05000;1.05000;0.35577;1.05000
2021-01-14 Kl. 08-09;1.17470;1.17470;1.17470;0.48950;1.17470
2021-01-14 Kl. 09-10;1.15236;1.15236;1.15236;0.78093;1.15236
2021-01-14 Kl. 10-11;1.15701;1.15701;1.15701;0.92561;1.15701
2021-01-14 Kl. 11-12;1.17534;1.17534;1.17534;0.94027;1.17534
2021-01-14 Kl. 12-13;1.14565;1.14565;1.14771;0.80034;1.14565
2021-01-14 Kl. 13-14;1.12435;1.12435;1.15198;0.80034;1.12435
2021-01-14 Kl. 14-15;1.08408;1.08408;1.11068;0.80107;1.08408
2021-01-14 Kl. 15-16;1.03219;1.03219;1.17741;0.94193;1.03219
2021-01-14 Kl. 16-17;1.07685;1.07685;1.29010;1.03208;1.07685
2021-01-14 Kl. 17-18;1.29953;1.29953;1.33141;1.06513;1.29953
2021-01-14 Kl. 18-19;1.16385;1.16385;1.19251;0.95401;1.16385
2021-01-14 Kl. 19-20;1.13210;1.13210;1.13210;0.90568;1.13210
2021-01-14 Kl. 20-21;0.96274;0.96274;0.96274;0.77019;0.96274
2021-01-14 Kl. 21-22;0.80990;0.80990;0.75736;0.60589;0.80990
2021-01-14 Kl. 22-23;0.77220;0.77220;0.60968;0.48774;0.77220
2021-01-14 Kl. 23-00;0.71773;0.71773;0.54475;0.43580;0.71773
2021-01-15 Kl. 00-01;0.63169;0.63169;0.58849;0.39227;0.63169
2021-01-15 Kl. 01-02;0.61248;0.61248;0.59029;0.38072;0.61248
2021-01-15 Kl. 02-03;0.59609;0.59609;0.58759;0.37865;0.59609
