,Til EED
2256,-2686.9666612248034
2257,-2391.8622590920513
2258,-2392.408970276764
2259,-2387.639844711995
2260,-2535.5752517660308
2261,-2688.963114004809
2262,-3446.5479037124696
2263,-3614.9794871614945
2264,-2881.4695563355554
2265,-3031.4863017434036
2266,-2736.973467914403
2267,-2591.63724234864
2268,-2440.977121776101
2269,-2441.3189730177896
2270,-2441.6021312183602
2271,-2441.8009746826046
2272,-2588.173594888147
2273,-3027.659341442395
2274,-3306.036853316434
2275,-3163.532269941845
2276,-3169.5559365820523
2277,-3008.289870250648
2278,-2859.722057901119
2279,-2848.1153199684277
2280,-2403.075201285894
2281,-2250.033383723739
2282,-2250.4824858745874
2283,-2250.806368608377
2284,-2251.074115088903
2285,-2542.837270279317
2286,-3280.1347610755424
2287,-4011.3821331101144
2288,-3137.4586124869534
2289,-3277.685844471491
2290,-3137.204347685986
2291,-3137.150348857849
2292,-3137.095488605912
2293,-3136.9996003323913
2294,-3284.231720122336
2295,-3283.9493127118035
2296,-3430.8154610407564
2297,-3584.8398256976175
2298,-3731.3047828266813
2299,-3722.789936507108
2300,-3722.329346988592
2301,-3575.4159255596765
2302,-3281.653802853895
2303,-3281.8619309432383
2304,-2987.4849826046825
2305,-2692.575943839705
2306,-2693.1418650908618
2307,-2693.5205073255343
2308,-2693.827186177913
2309,-2694.0721441899022
2310,-2996.108251697085
2311,-3143.7408936131214
2312,-3445.573030794135
2313,-3747.4216496072527
2314,-3901.8210026794177
2315,-3760.8387728782664
2316,-3464.00759006382
2317,-3322.077453623529
2318,-3024.0463253666803
2319,-2880.5792112363806
2320,-3024.824101504746
2321,-3316.7291457806014
2322,-3584.0496141613753
2323,-3583.5213206646886
2324,-3428.8359758172387
2325,-3134.6892089807898
2326,-3128.262495234989
2327,-2834.1725526356386
2328,-2834.5845967859873
2329,-2539.761058860761
2330,-2682.1554328992547
2331,-2535.0193130831694
2332,-2535.3478102973636
2333,-2403.279153322132
2334,-2711.708849662216
2335,-2722.5538069897207
2336,-3027.1655438556336
2337,-3338.1779453749677
2338,-3493.6820695900064
2339,-3199.284677673366
2340,-2752.2947477296334
2341,-2752.6709510153314
2342,-2450.0362294203087
2343,-2450.4510989896285
2344,-2592.8087352911043
2345,-2889.0056426382
2346,-3170.5513091486173
2347,-3163.8383831404476
2348,-3157.1954131234907
2349,-2859.9829234573854
2350,-2711.341565428149
2351,-2413.3420064446786
2352,-2264.30615008716
2353,-1965.2054067064591
2354,-1969.6000372191468
2355,-1969.9598428263293
2356,-1966.330579842377
2357,-2266.337395944473
2358,-2874.939167168986
2359,-3321.965302926796
2360,-2584.291001610621
2361,-2589.3426541094586
2362,-2438.61695098608
2363,-2292.0449106264664
2364,-2144.698870691376
2365,-2141.0452284184903
2366,-2145.2073445938686
2367,-2293.0142470670016
2368,-2444.4486761073463
2369,-2886.4854855254325
2370,-2880.4959782635806
2371,-3023.9535621264363
2372,-2879.803280613762
2373,-2724.5071675529184
2374,-2569.735922492522
2375,-2564.723622912899
2376,-2116.1716662042363
2377,-1962.6259232567245
2378,-1963.0164475350216
2379,-1963.2926200583295
2380,-1963.5334541052302
2381,-2263.0297589998945
2382,-3014.011609765112
2383,-3606.6512088827967
2384,-2868.9635402243766
2385,-2730.277587803276
2386,-2585.2026881415222
2387,-2585.335294932145
2388,-2434.846244444795
2389,-2430.3581751662514
2390,-2580.834588194174
2391,-2580.796518621849
2392,-2730.917760102275
2393,-3024.4991230253354
2394,-3167.0378618679533
2395,-3023.6364297795762
2396,-3029.350622777534
2397,-2879.534339416479
2398,-2579.6697576223105
2399,-2574.8958965246225
2400,-2274.93314312855
2401,-2116.5237529788074
2402,-1966.9119775897386
2403,-1967.2636067121862
2404,-2113.312381855206
2405,-2412.3707844308583
2406,-3156.172355918007
2407,-3746.6519218288986
2408,-3005.680348243834
2409,-3011.699601342769
2410,-2868.5655167002474
2411,-2724.6908339694464
2412,-2724.82033920922
2413,-2575.1040676038456
2414,-2580.324210370433
2415,-2580.4285125591746
2416,-2730.6294783294816
2417,-3024.2698754400985
2418,-3166.8561769805515
2419,-3166.422174654289
2420,-3166.107023473345
2421,-3017.0169170251233
2422,-2718.7189155112474
2423,-2718.9395694655423
2424,-2120.125963533596
2425,-1819.9519055997282
2426,-1820.48094322078
2427,-1820.8629322205966
2428,-1670.4318086911846
2429,-1821.5178226131527
2430,-2122.738614773407
2431,-2277.4008761383993
2432,-2427.630945739729
2433,-2582.5863584019826
2434,-2587.307359339614
2435,-2592.0128779678494
2436,-2294.0182512629112
2437,-2142.5253453078794
2438,-1990.8897445177734
2439,-1991.1286046315251
2440,-1991.3140701972986
2441,-2290.8188533496636
2442,-2432.7501749430235
2443,-2578.0281725631557
2444,-2577.7958856808323
2445,-2277.190183833036
2446,-2130.929344431172
2447,-1976.2752740496996
2448,-1825.5840574918477
2449,-1526.3137227847933
2450,-1523.714678861858
2451,-1526.8902211664943
2452,-1524.1625267329155
2453,-1524.3370060921263
2454,-1830.6940897050304
2455,-2133.1951104236887
2456,-2132.9800616510024
2457,-2585.1574120781465
2458,-2589.6024671446244
2459,-2589.2458703757843
2460,-2438.1729610716343
2461,-2291.414737231337
2462,-1988.3511440763916
2463,-2140.2388846199765
2464,-2140.3024235142148
2465,-2287.542850361335
2466,-2287.492640629681
2467,-2287.4421998421994
2468,-2287.4249197209024
2469,-2136.205456731601
2470,-1984.9254858776517
2471,-1833.4902581875933
2472,-1985.309859987606
2473,-1830.2914632708134
2474,-1830.4598418014568
2475,-1827.0650060675578
2476,-1827.175568915437
2477,-1823.7155854633054
2478,-2125.179099380701
2479,-2275.4528050160525
2480,-2725.2518553874393
2481,-3172.8383239307113
2482,-3320.7915729809197
2483,-3319.835397715605
2484,-3170.2121286631564
2485,-3020.7755369596475
2486,-2871.3626825530287
2487,-3014.5259946616306
2488,-3156.590055854858
2489,-3445.27620918778
2490,-3444.583428733353
2491,-3296.407142235164
2492,-3289.247691208265
2493,-2993.848504441203
2494,-2852.057529500766
2495,-2703.833248746049
2496,-2406.656957646826
2497,-1959.4018838422116
2498,-2258.650887774709
2499,-2109.596890469842
2500,-1964.4052370316633
2501,-2114.5415292816365
2502,-2413.7962856701906
2503,-2562.9815147192453
2504,-2711.842439176256
2505,-3305.8026994697248
2506,-3163.075820297479
2507,-3168.9470271896666
2508,-2876.0708001276403
2509,-2726.419908341046
2510,-2721.180625194692
2511,-2571.664450516739
2512,-2576.9076445602736
2513,-2870.9366854547366
2514,-2721.3657912555827
2515,-2726.7332505335035
2516,-2721.362193154641
2517,-2576.853910782488
2518,-2276.633360167495
2519,-2276.9319851992936
2520,-2122.4919003262116
2521,-1821.7457526748963
2522,-1968.8407650689044
2523,-1818.6933283134883
2524,-1818.9637028064105
2525,-1822.7862453108328
2526,-2124.2014515475003
2527,-2278.9509969597816
2528,-2433.952375357433
2529,-2584.278816228717
2530,-2588.9366783162773
2531,-2739.335491852212
2532,-2437.6934470770966
2533,-2291.097439512736
2534,-2139.7853384269238
2535,-1992.0083390270743
2536,-2140.2384448633875
2537,-2438.521418176208
2538,-2433.7274135341336
2539,-2579.141515238582
2540,-2573.88907406734
2541,-2278.235788926399
2542,-2273.9235433110157
2543,-2123.7188388456393
2544,-2265.116950809877
2545,-2111.122772638635
2546,-2111.2695401230662
2547,-2111.383951963986
2548,-2111.477362727764
2549,-2274.70893484481
2550,-3041.152167482306
2551,-3202.3639948328614
2552,-2602.8665409812106
2553,-1080.1419260791145
2554,-928.4572885420379
2555,-928.8265598234275
2556,-929.0983701927394
2557,-930.9252046978278
2558,-776.3600943074333
2559,-776.5352509982723
2560,-2155.806578494218
2561,-2455.745765012742
2562,-2597.3545738211646
2563,-2742.6366532577235
2564,-2741.993896364649
2565,-2585.8996420607727
2566,-2284.245220985711
2567,-2275.456314314858
2568,-1974.4615788733875
2569,-1669.6020353620172
2570,-1669.8945331358852
2571,-1817.1923944654006
2572,-1820.9222644681308
2573,-1831.672735041868
2574,-2596.919523414249
2575,-2903.6610587968917
2576,-927.1711036172915
2577,-1083.451679543494
2578,-931.0604028793185
2579,-932.8864302502882
2580,-933.0653095705454
2581,-933.2005271016948
2582,-778.2281043761038
2583,-778.3521033582495
2584,-778.466898695634
2585,-2161.252527271091
2586,-2453.0692081509237
2587,-2452.2633194873188
2588,-2447.1824393408324
2589,-2442.161527159441
2590,-2286.2959251766492
2591,-2134.997240398355
2592,-1825.1271993244368
2593,-1519.911872046301
2594,-1667.856612899276
2595,-1667.9597780510646
2596,-1671.3900477339469
2597,-1832.9649750329593
2598,-2451.7746913980363
2599,-2759.3592511172415
2600,-929.3805083638116
2601,-1085.9631482677985
2602,-933.1602935699555
2603,-933.3631641611184
2604,-933.5221177885054
2605,-933.6421785247351
2606,-778.5822196762219
2607,-778.6870306731244
2608,-778.7930284628088
2609,-778.8747406925883
2610,-2455.251393151432
2611,-2306.264939585816
2612,-2301.487055464291
2613,-2148.9071236716254
2614,-1996.4101053606003
2615,-1992.684167111553
2616,-1678.5101656219497
2617,-1375.0837252064598
2618,-1375.2877266524993
2619,-1521.4054211454666
2620,-1521.4457085600136
2621,-1533.240153663984
2622,-2301.601121619174
2623,-1082.7595418227158
2624,-932.0472120804835
2625,-1088.8505696234547
2626,-933.936556406107
2627,-934.0612482577723
2628,-934.1433887629709
2629,-934.2470172436185
2630,-779.0396912476426
2631,-779.1342576349361
2632,-779.2046440110099
2633,-779.2776588559966
2634,-2155.9000723076883
2635,-2303.4953662151124
2636,-2150.5261467322084
2637,-2146.21789826183
2638,-1990.1234310487682
2639,-1982.4737341289258
2640,-1679.3723843029084
2641,-1521.7741723338247
2642,-1669.760864766992
2643,-1518.8795132434009
2644,-1521.9808339556664
2645,-1230.7357252920824
2646,-1388.9611382011053
2647,-1545.2002513771329
2648,-934.0458737137593
2649,-934.2254312040358
2650,-934.3530137483453
2651,-934.4508985382636
2652,-934.5261343506661
2653,-934.6020082773092
2654,-779.3313698876767
2655,-779.4135530433388
2656,-779.4831224759957
2657,-779.5474551496828
2658,-2309.370443843023
2659,-2299.972280986022
2660,-2294.9927104283856
2661,-1990.9160592792116
2662,-1983.2371699378286
2663,-1828.1258137964803
2664,-1824.487727161429
2665,-1522.2259328093205
2666,-1670.250357220105
2667,-1519.3308744429753
2668,-1519.3902719229975
2669,-1381.6012842894036
2670,-1539.9680744282732
2671,-1545.5005127903885
2672,-932.6530942278471
2673,-934.4281002850976
2674,-934.5605238378159
2675,-934.6630649783446
2676,-934.7349153690949
2677,-934.8118108063943
2678,-779.5057725652521
2679,-779.5897659295423
2680,-779.6566209898696
2681,-2164.6379533751397
2682,-2160.04842826119
2683,-2155.6350931685865
2684,-2299.4025748458803
2685,-1991.0895585674589
2686,-1991.0121763100697
2687,-1686.581611800769
2688,-1534.237762597033
2689,-1228.9196460894298
2690,-1226.8115982941017
2691,-1376.8762120031329
2692,-1376.9130550304585
2693,-1531.9663014813048
2694,-2286.7253923794824
2695,-2888.771530581396
2696,-2280.8058749099177
2697,-2285.050456838981
2698,-2284.8540455383204
2699,-2284.6724320986937
2700,-2284.5074135790105
2701,-2284.364527683965
2702,-2435.0666188098608
2703,-2585.4160480242126
2704,-2735.4789467432292
2705,-3035.211604647698
2706,-3034.519529443076
2707,-3027.999661002134
2708,-3027.53103351812
2709,-2871.8544089796446
2710,-2722.2421766923926
2711,-2722.197023000893
2712,-2272.6268830066
2713,-2118.4250386310623
2714,-2118.71199095112
2715,-2118.8887770269994
2716,-2264.372900256536
2717,-2563.1237970292086
2718,-3306.341922268877
2719,-4043.5396241030708
2720,-3155.3506920628492
2721,-3161.611780721215
2722,-3161.3622482852143
2723,-3012.452462605087
2724,-3012.36956125216
2725,-3012.232719150054
2726,-3154.286310098105
2727,-3011.8681538206793
2728,-3160.3994031169714
2729,-3597.2955428891
2730,-3455.96033514067
2731,-3455.4991910040467
2732,-3595.599396450907
2733,-3299.7056413822606
2734,-3151.688452889737
2735,-3151.7337368386843
2736,-2706.603862940613
2737,-2558.227270983871
2738,-2553.3134653243496
2739,-2553.5792184311167
2740,-2548.390404939118
2741,-2850.81061457094
2742,-3728.6307695478013
2743,-4321.629675757221
2744,-3439.175099494876
2745,-3586.2631026438603
2746,-3445.9170605874588
2747,-3298.0488053704976
2748,-3298.051171815353
2749,-3156.587665578815
2750,-3156.725066354877
2751,-3156.738551470939
2752,-3304.9836458974883
2753,-3600.6263099843572
2754,-3592.6625096970206
2755,-3592.2269615108835
2756,-3591.888181938713
2757,-3444.1692068376233
2758,-3148.6664490374033
2759,-3148.8934555718556
2760,-2852.7482330759813
2761,-2550.7140050731937
2762,-2551.25560497657
2763,-2551.610114714828
2764,-2551.8937789702004
2765,-2854.7209276903595
2766,-3741.766151162377
2767,-4189.907647565916
2768,-3310.197790410626
2769,-3316.9149999067286
2770,-3168.1474028152106
2771,-3019.287385573211
2772,-3019.4843877362327
2773,-2876.084106823473
2774,-2876.3364127076593
2775,-2870.8113563227303
2776,-3026.1222972381934
2777,-3459.571098904636
2778,-3451.9685965911117
2779,-3584.3113855970632
2780,-3576.155797002874
2781,-3428.9979948243745
2782,-3134.764989553721
2783,-3134.946318655294
2784,-2840.1182666834707
2785,-2544.731761740773
2786,-2545.2657431497028
2787,-2545.6108064462883
2788,-2551.2913977732774
2789,-2705.5308130383755
2790,-3467.312729087812
2791,-3770.549061055245
2792,-3036.8644231287726
2793,-3186.887273410586
2794,-2892.3841173178275
2795,-2887.1391300927494
2796,-2591.4391198668754
2797,-2591.780757004632
2798,-2445.6221487097764
2799,-2441.3737793980613
2800,-2738.296639889405
2801,-3032.8884413163723
2802,-3176.0544460816513
2803,-3311.539893299363
2804,-3297.535469743688
2805,-3149.331521856162
2806,-3001.2029384051634
2807,-2847.039307182218
2808,-2693.362122253394
2809,-2397.378931994506
2810,-2392.6898935245545
2811,-2398.133127226449
2812,-2249.8886426556533
2813,-2118.898758041101
2814,-2428.5557882402463
2815,-2433.290125777397
2816,-2884.2437728289206
2817,-3195.6234057511874
2818,-3345.07711774802
2819,-3200.367391640049
2820,-2898.8657523329493
2821,-2898.958432800635
2822,-2597.0107185523348
2823,-2597.2857147340765
2824,-2743.4588621565376
2825,-3038.797530984357
2826,-3032.7025255147946
2827,-3032.4858058154928
2828,-3163.1491206092956
2829,-2853.5594583715665
2830,-2705.1994435927354
2831,-2551.3784674102044
2832,-2546.2597744407826
2833,-2398.193348360091
2834,-2254.737142683765
2835,-2255.0445651725668
2836,-2114.942603743098
2837,-2119.499981939621
2838,-2274.2427629148247
2839,-2433.9098958651493
2840,-2739.9620472698166
2841,-3196.394712015939
2842,-3339.4300126307617
2843,-3194.9705114004432
2844,-3032.800388212651
2845,-2893.842655800552
2846,-2738.084978461044
2847,-2738.2260158808117
2848,-2743.4832807909766
2849,-3038.862803263891
2850,-3176.235426259517
2851,-3169.602595235247
2852,-3162.9940197584315
2853,-2865.180800875391
2854,-2705.1620649349106
2855,-2699.7496107163574
2856,-2551.529755861592
2857,-2254.3978613312324
2858,-2250.0398740604646
2859,-2250.339184359861
2860,-2260.0231489870534
2861,-2424.034627292289
2862,-3177.9575105494023
2863,-3482.1851574915977
2864,-2743.352439121707
2865,-2748.6110319226555
2866,-2597.5667907725838
2867,-2446.4253645115205
2868,-2295.1319544718112
2869,-2295.3995310459627
2870,-2295.6233795433327
2871,-2295.7814580167214
2872,-2589.1935824392513
2873,-3034.5125625476844
2874,-3033.9724635506695
2875,-3027.6861809869924
2876,-3027.406288412613
2877,-2871.965916000763
2878,-2722.5080527963405
2879,-2567.8145691966797
2880,-2118.7612694687186
2881,-1668.1549059016247
2882,-1965.696761591945
2883,-1668.8756830440532
2884,-1958.2936216682142
2885,-1958.4339118200367
2886,-2257.09885406295
2887,-2554.7654769012997
2888,-2559.751710621521
2889,-3308.777985141359
2890,-3159.329067883088
2891,-3165.181780556502
2892,-2872.6472244516976
2893,-2723.1301376197994
2894,-2573.5360826788556
2895,-2428.550718552298
2896,-2578.983332202825
2897,-2723.6645867079455
2898,-2867.368517831606
2899,-2861.3224935242433
2900,-3003.6735873541156
2901,-2712.0333304356636
2902,-2706.5552275471396
2903,-2557.8365135574395
2904,-2706.7591082627855
2905,-2409.0131446788546
2906,-2547.5135698495033
2907,-2547.5747199522034
2908,-2553.0075598931976
2909,-2568.8287464151135
2910,-3476.2297507325925
2911,-3631.0475041983436
2912,-2893.766607135851
2913,-1079.809378976416
2914,-926.645741825558
2915,-2605.0195005789487
2916,-2305.0221393197776
2917,-2152.6272374896284
2918,-2148.8528210722393
2919,-2301.11289911322
2920,-2595.214128455406
2921,-2745.9112743376963
2922,-2890.917740255787
2923,-3029.0748537610802
2924,-2884.5852716946642
2925,-2867.4292183296793
2926,-2718.0858436544063
2927,-2707.037343340392
2928,-2264.712058611527
2929,-1961.456300194965
2930,-1957.8461544232923
2931,-2107.4858185434186
2932,-1966.3555572197934
2933,-2133.263805355536
2934,-2891.953370511656
2935,-3053.0346716279887
2936,-2452.348926056563
2937,-2599.3974952967137
2938,-2447.957067177609
2939,-2296.4379392885894
2940,-2148.688031983386
2941,-2292.5681716913737
2942,-2145.072605905075
2943,-2292.8325064345718
2944,-2444.2237219139406
2945,-2741.1249268137476
2946,-2885.7888588129945
2947,-2885.377294717002
2948,-3023.198685828304
2949,-2873.4434473707984
2950,-2574.0756969728754
2951,-2569.0888046995447
2952,-2269.7289574686106
2953,-1965.822175872019
2954,-1966.223060685003
2955,-1966.498918739314
2956,-1966.7146880591254
2957,-2271.262123208243
2958,-3018.917838501995
2959,-3478.067237521833
2960,-2734.796048495416
2961,-2734.8034330737414
2962,-2589.3787337358426
2963,-2589.4627502231547
2964,-2443.25269470139
2965,-2438.784531037757
2966,-2438.912819223786
2967,-2438.9760394182313
2968,-2589.905959441585
2969,-2890.9515481985122
2970,-3029.182761637547
2971,-3165.602507686375
2972,-3165.1068880850285
2973,-3009.8010627439553
2974,-2861.0053862512086
2975,-2712.132976951894
2976,-2413.9086282917297
2977,-2264.7522549203068
2978,-2260.473727019562
2979,-2260.7143930508105
2980,-2115.802499328774
2981,-2124.5246005646914
2982,-2283.960786772825
2983,-2288.3496813425377
2984,-2595.232184328634
2985,-3053.0406695841075
2986,-3203.0731656546836
2987,-3057.4054614778597
2988,-2460.429093431275
2989,-2608.2857792501277
2990,-2304.268677086301
2991,-2304.528523407567
2992,-2304.7118800685807
2993,-2750.8031108058653
2994,-2745.458517450641
2995,-2740.090981151558
2996,-2879.308900806687
2997,-2569.0087061513836
2998,-2558.7069958592933
2999,-2404.7496648894694
3000,-2404.9436292556143
3001,-2102.6402072357664
3002,-2251.7679497434947
3003,-2103.0771759060704
3004,-1966.4343189778215
3005,-1827.3254522046243
3006,-2133.699798308546
3007,-2137.780610646994
3008,-2596.059139208969
3009,-2902.955751467111
3010,-3053.2773430517595
3011,-2907.1664646841487
3012,-2608.7654777550874
3013,-2456.8696084120475
3014,-2156.280193308074
3015,-2305.148502540977
3016,-2305.251008399017
3017,-2604.893433928294
3018,-2746.1301152347905
3019,-2885.6664908601006
3020,-3017.431291232532
3021,-2713.2172474848458
3022,-2558.8509020279953
3023,-2409.9376520054457
3024,-2405.1296321932227
3025,-2102.803127791393
3026,-2103.110420185832
3027,-2107.7653733633374
3028,-1970.605898839731
3029,-2133.6165222647273
3030,-2892.402452863463
3031,-3198.251681289196
3032,-2452.606309896695
3033,-1080.7681025737982
3034,-928.9793814339305
3035,-929.3406736820672
3036,-932.8019075631189
3037,-931.427366322942
3038,-776.7797468893605
3039,-2007.2956803268812
3040,-2006.8680153190624
3041,-2460.9609176044
3042,-2603.169077402506
3043,-2597.8181411844466
3044,-2882.9699194540044
3045,-2721.533376944328
3046,-2566.491934120823
3047,-2561.1048468964104
3048,-2257.812792354753
3049,-1959.313138279316
3050,-1809.9832909581498
3051,-1959.9094778271717
3052,-1821.4391962516133
3053,-1987.5294243554963
3054,-2753.9898756065336
3055,-2909.8695448717963
3056,-927.4739711682711
3057,-1085.7066657427424
3058,-932.9978038443593
3059,-933.2464855311375
3060,-931.8522865923183
3061,-931.9989172264504
3062,-777.2391855133884
3063,-777.3686694683104
3064,-2008.73523391214
3065,-2310.353127864457
3066,-2605.2036552020777
3067,-2452.7020979552167
3068,-2599.211623763398
3069,-2447.361943797692
3070,-2291.289024811881
3071,-2143.7547144801297
3072,-1684.2625113621036
3073,-1379.8967954157797
3074,-1380.1935314836007
3075,-1377.815067742823
3076,-1380.565154357122
3077,-1538.8704164389146
3078,-2301.5842823739226
3079,-2609.526993534261
3080,-928.3988135003731
3081,-1084.7904942903585
3082,-932.1475576057175
3083,-932.3386489906953
3084,-932.4827293848718
3085,-932.5926242947089
3086,-777.6966476604894
3087,-777.8004737114645
3088,-777.9001079980228
3089,-2163.403343474204
3090,-2158.880946713277
3091,-2307.044379894376
3092,-2302.3704597217834
3093,-2149.791187800085
3094,-1997.2894137671915
3095,-1989.8449409263653
3096,-1682.5161392741218
3097,-1378.3389781780547
3098,-1378.5730134283751
3099,-1378.7092568920211
3100,-1383.972498164477
3101,-774.854456520734
3102,-1083.831180534456
3103,-1087.6800431371928
3104,-934.480462327262
3105,-1089.7400326138968
3106,-934.6343196566586
3107,-934.7226144751534
3108,-934.7935237937215
3109,-934.8628511275475
3110,-779.5391971472114
3111,-779.6166811322905
3112,-779.6847641919393
3113,-779.7449758976394
3114,-779.8021020654456
3115,-933.7133128695796
3116,-2153.519497890831
3117,-1996.4665114278853
3118,-1843.5877874254318
3119,-1687.6344365072273
3120,-1382.3574849810427
3121,-1076.499115815696
3122,-1076.6438880055073
3123,-772.8077551908393
3124,-1080.868996714633
3125,-774.3384149495394
3126,-1084.8867593985838
3127,-1086.7844759705617
3128,-932.0625702685319
3129,-1090.5776793768543
3130,-933.727982967542
3131,-933.7923265094765
3132,-933.8327376756943
3133,-933.8744969475105
3134,-778.6922004834894
3135,-1704.5393472282897
3136,-1858.0177209835076
3137,-2160.955171549019
3138,-2160.423334635319
3139,-2308.841012125811
3140,-2304.242367965042
3141,-2151.543530183284
3142,-1995.2395489690289
3143,-1991.487656340259
3144,-1687.0532642255807
3145,-1379.4378760771622
3146,-1379.640084571035
3147,-1379.7675683222799
3148,-1231.8344460658527
3149,-774.0805871835606
3150,-933.4278319032575
3151,-935.1184719284564
3152,-935.2071270982635
3153,-935.2794684206024
3154,-935.3452998322284
3155,-935.4056947578771
3156,-935.453622397082
3157,-935.4991229630187
3158,-780.0528358122177
3159,-780.1268285588444
3160,-780.1832096660211
3161,-780.233058092829
3162,-935.8144529958272
3163,-935.8157108468635
3164,-778.9757824983207
3165,-779.0229534652824
3166,-777.7385209172039
3167,-932.8116102921174
3168,-776.4290732796703
3169,-776.4701194615038
3170,-775.1504744686015
3171,-773.8057830848331
3172,-776.5711745917772
3173,-777.9371390261455
3174,-933.0326976049563
3175,-936.184034271981
3176,-936.1758412786864
3177,-936.1725374887163
3178,-936.1789487634495
3179,-936.1823660589585
3180,-936.1878530992357
3181,-936.1963037237202
3182,-780.6055845587938
3183,-780.651688876939
3184,-780.6855496679284
3185,-780.7157910559665
3186,-936.374309701643
3187,-1706.024398199896
3188,-1548.7357273120936
3189,-1392.0238105575868
3190,-1389.473562071052
3191,-1233.510793514156
3192,-1081.910976560022
3193,-773.7056210359556
3194,-771.0064738352502
3195,-772.4879207514954
3196,-776.6740538948537
3197,-780.6986782941907
3198,-1091.816645894394
3199,-1091.7616189344258
3200,-936.2868540940473
3201,-1091.7560285405045
3202,-936.2920806920929
3203,-936.3245168215884
3204,-936.3428502833939
3205,-936.3617693010561
3206,-780.7522926789678
3207,-780.8021630137646
3208,-780.8406949572579
3209,-780.8715687428473
3210,-780.9041223644579
3211,-935.0204430994775
3212,-1703.4745048063658
3213,-1700.0486598843108
3214,-1543.3567337994027
3215,-1387.1842954835965
3216,-1082.0872597981836
3217,-773.855414663535
3218,-773.9626149301727
3219,-772.6480718274507
3220,-774.0965201959061
3221,-776.8771588044217
3222,-1088.34281288865
3223,-1091.9859977747208
3224,-936.4765992430708
3225,-1091.9780801826682
3226,-936.4778218659837
3227,-936.5106642605689
3228,-936.5304455055442
3229,-936.5476328063011
3230,-780.9032908987263
3231,-780.9530972977042
3232,-780.9933041749003
3233,-781.0243489955309
3234,-781.0533749291698
3235,-935.2000431481193
3236,-933.5907357169942
3237,-1700.790665174959
3238,-1546.683746245955
3239,-1392.6332342388077
3240,-1082.4085754264
3241,-774.0649776116238
3242,-774.1704780076196
3243,-774.2323548028315
3244,-775.663173044597
3245,-777.0574366495339
3246,-1854.393182549103
3247,-2313.2852639011408
3248,-1699.7278049379274
3249,-1699.6051960338395
3250,-1699.495228971608
3251,-1702.4045129744597
3252,-934.3787478534387
3253,-936.1210623742295
3254,-780.6317346436093
3255,-780.7364650694857
3256,-780.8196012586717
3257,-780.8792314784251
3258,-2164.406559611601
3259,-2308.517826651296
3260,-2155.202521228902
3261,-2150.8672729541468
3262,-1994.4275851148777
3263,-1990.5542910218253
3264,-1530.8600777007052
3265,-1073.5734012335124
3266,-1378.9791727015224
3267,-1226.5116247868461
3268,-1226.5987485286028
3269,-1231.2767874182634
3270,-1389.5132242395948
3271,-1545.7598903611665
3272,-622.5377104167205
3273,-467.2813308615496
3274,-1860.106968878949
3275,-1859.617325126171
3276,-468.7669586588293
3277,-468.1168868004751
3278,-312.8415283809113
3279,-469.10332865553806
3280,-468.36665170132284
3281,-1861.061110463345
3282,-2007.2817766341348
3283,-2152.010829026553
3284,-2295.2122970733226
3285,-1987.2493124073926
3286,-1983.269142376638
3287,-1828.022349024872
3288,-1975.2052474141587
3289,-1669.8212044865265
3290,-1669.9001880194273
3291,-1669.899551718235
3292,-1683.0757318132066
3293,-1841.9388177618227
3294,-2611.207136646429
3295,-2767.335869681697
3296,-930.277799192994
3297,-1087.003989902056
3298,-934.0307329392436
3299,-935.7805143490375
3300,-935.902528094724
3301,-936.0002829412513
3302,-780.5197965206112
3303,-780.6069571588139
3304,-780.6923244590625
3305,-779.4464518231201
3306,-2317.307249780356
3307,-2312.203002130944
3308,-2459.743677339902
3309,-2302.5309495651404
3310,-2145.9917903920978
3311,-2137.7127183205075
3312,-1830.7912028959158
3313,-1530.472838416849
3314,-1533.5406766460978
3315,-1381.0806968110755
3316,-1383.778486400271
3317,-1386.4322185692783
3318,-1539.676668555517
3319,-1698.77062015415
3320,-934.0450206136668
3321,-934.236928010784
3322,-934.3746361449707
3323,-936.0475813664126
3324,-936.123066260347
3325,-936.1948008586984
3326,-780.6566645008191
3327,-780.7326216436786
3328,-779.4867877948494
3329,-2167.9395604627207
3330,-2163.36758499591
3331,-2307.663054556638
3332,-2154.543848516564
3333,-2001.538091675211
3334,-1845.194116614524
3335,-1695.4451980652404
3336,-1542.2527308006393
3337,-1235.2907274464567
3338,-1233.239333168151
3339,-1233.3422377530312
3340,-1235.6648809046449
3341,-1235.7325687899297
3342,-1389.4765986270431
3343,-1548.4499640503393
3344,-934.3458588026364
3345,-936.0667887361224
3346,-936.1707333173712
3347,-936.2422172838072
3348,-936.3045885985583
3349,-936.3589070865212
3350,-780.7787955428922
3351,-780.8472350782445
3352,-780.9096506529596
3353,-780.959828941604
3354,-936.6920566142909
3355,-1860.736774914506
3356,-1853.712453354501
3357,-1696.844083125474
3358,-1540.536956623272
3359,-1387.23972875495
3360,-1233.8432154830477
3361,-1076.3085499982383
3362,-1076.4135201744632
3363,-1078.471139198492
3364,-1082.4492340053537
3365,-779.4856176325654
3366,-1092.040887067161
3367,-1092.0391161614552
3368,-936.560356858446
3369,-1092.108378245332
3370,-936.6145703732374
3371,-936.661275430045
3372,-936.6922954733865
3373,-936.7246184103162
3374,-781.0634073830362
3375,-781.1214706513357
3376,-781.1674081722991
3377,-781.2042739392991
3378,-781.2403879009152
