,Til EED
6775,-3922.5125506548784
6776,-3183.184241297384
6777,-3195.51991297465
6778,-2905.54156389165
6779,-2900.3176815543843
6780,-2749.4267434519725
6781,-2603.256821447782
6782,-2598.68312045095
6783,-2598.8490353167304
6784,-2750.237147149706
6785,-3052.1070554694506
6786,-2906.401747142572
6787,-2760.082530811151
6788,-2770.125040044765
6789,-2617.810735701596
6790,-931.5189467808543
6791,-932.0329154987026
6792,-932.4072317650591
6793,-777.6863794783669
6794,-777.9264487799218
6795,-778.1080810903826
6796,-778.2796457607785
6797,-777.0723535013302
6798,-2467.18426521626
6799,-1086.45462227706
6800,-933.5481170357167
6801,-1088.7259007954278
6802,-935.4022794141285
6803,-935.5351796848987
6804,-934.03025077822
6805,-1553.4094608958787
6806,-1701.637662705275
6807,-2004.9532367074287
6808,-2301.903492174094
6809,-2305.6715687908563
6810,-2457.567902824424
6811,-2452.6206059585184
6812,-2300.3893579441597
6813,-2291.593486246853
6814,-2282.580362821236
6815,-2277.93914826049
6816,-1976.4906886631936
6817,-1526.2029107735889
6818,-1678.160589515249
6819,-1678.2982638791552
6820,-1681.68607530828
6821,-2132.507877292752
6822,-2750.8741121437347
6823,-2917.3766301086835
6824,-2464.8916766762754
6825,-1085.8570934691224
6826,-933.2288732457358
6827,-2164.591410007777
6828,-2160.4436021239567
6829,-2007.1039335818139
6830,-2156.330277913414
6831,-2304.6920011705997
6832,-2603.8705651422774
6833,-2754.9424530159918
6834,-2900.2999436945374
6835,-2899.7526954710443
6836,-2893.7865051849744
6837,-2596.937801161776
6838,-2440.967842912622
6839,-2436.325134686866
6840,-2276.4261125109597
6841,-1975.3882363198452
6842,-1975.6767478629156
6843,-1975.8821794426296
6844,-1976.0100911209313
6845,-1980.0344600961012
6846,-2135.3548057255316
6847,-2290.9161255464305
6848,-2598.0693926633503
6849,-3056.4105831175425
6850,-3212.4842606524317
6851,-3211.717009323664
6852,-2908.760035509722
6853,-2757.164927259935
6854,-2600.695816888168
6855,-2752.1268151727954
6856,-2752.0130458780604
6857,-2903.0559854811518
6858,-2902.838241388924
6859,-2902.6486937735585
6860,-2751.3629600663826
6861,-2600.042464614232
6862,-2444.0585229415365
6863,-2288.464054048353
6864,-2288.7041033663604
6865,-1986.0512176042644
6866,-1982.5404607915775
6867,-1982.769250055361
6868,-1831.493432658985
6869,-1983.1824280743615
6870,-2134.5701177234578
6871,-2290.0905188880993
6872,-2743.0529921143666
6873,-3055.229982339264
6874,-3065.8656798283864
6875,-2919.0850955135315
6876,-2614.669305598178
6877,-2610.0033320110774
6878,-2457.940661472631
6879,-2453.555385137402
6880,-2600.595436243152
6881,-2897.506904371147
6882,-3041.971779290524
6883,-2751.1459830685812
6884,-2751.1167057807997
6885,-2452.868612632924
6886,-2301.1160568894743
6887,-2149.186794415129
6888,-1993.3867720566616
6889,-1688.929428294743
6890,-1689.2658634451323
6891,-1689.5291305870353
6892,-1835.340091962359
6893,-1987.2287288287268
6894,-2748.6275292197424
6895,-3206.2540027040004
6896,-2453.9444443056723
6897,-2458.4874935359876
6898,-2306.1814548511184
6899,-2153.8009658549913
6900,-2153.956167169349
6901,-2154.060031738414
6902,-2150.23101064402
6903,-2298.269581877922
6904,-2596.673036091704
6905,-3031.3401070793557
6906,-3173.869992313495
6907,-3173.1686282466044
6908,-3166.1856996440047
6909,-3010.6508886599277
6910,-2855.738453340627
6911,-2707.0685791557003
6912,-2409.3101669439952
6913,-2260.3725928554027
6914,-2260.6719523811016
6915,-2260.8767102953193
6916,-2410.2919004685855
6917,-2708.262953881624
6918,-3449.5260116531585
6919,-3923.05099977174
6920,-3039.6491804811785
6921,-3051.2824525308806
6922,-2754.5371274362865
6923,-2754.7269031020446
6924,-2598.4926044153776
6925,-2603.509192794402
6926,-2598.811014667758
6927,-2744.908311738308
6928,-2890.051764622603
6929,-3333.5012474311147
6930,-3332.8575622486087
6931,-3332.338353471371
6932,-3331.95251431824
6933,-3032.465086259619
6934,-2882.6747807061442
6935,-2738.054527838793
6936,-2432.216545127972
6937,-2135.2149975823645
6938,-1984.3052969814003
6939,-1984.6999589597726
6940,-1985.0054378859363
6941,-2287.9472325214306
6942,-3041.439563357708
6943,-3490.397982822609
6944,-2739.0810877505764
6945,-2749.5941767973304
6946,-2603.2588276351094
6947,-2308.2120406404933
6948,-2155.8544284325717
6949,-2156.1268877062475
6950,-2156.359871898755
6951,-2300.8148289766464
6952,-2452.7945028662816
6953,-2609.247961064121
6954,-2750.729970494665
6955,-2896.0401123983784
6956,-2884.533630177507
6957,-2734.1420895098054
6958,-2442.6564138283074
6959,-2438.1594566474496
6960,-2131.917226931629
6961,-1973.2866703033685
6962,-1969.631142942385
6963,-1969.858135649683
6964,-2120.3145371684004
6965,-2420.3499511829073
6966,-3023.996044826251
6967,-3490.979216483006
6968,-2744.738065681913
6969,-2755.077907535532
6970,-2598.708525335617
6971,-2598.7899754866075
6972,-2447.420521271731
6973,-2447.5394944214904
6974,-2443.0448455339883
6975,-2589.2737995803495
6976,-2884.7124991379596
6977,-3177.7833958621127
6978,-3319.7768821746554
6979,-3460.752936539035
6980,-3311.6980029015667
6981,-3162.785377138828
6982,-3013.928921283158
6983,-3007.68752270695
6984,-2561.259401155606
6985,-2263.029746948503
6986,-2407.8836350555607
6987,-2408.097033474082
6988,-2408.273560082274
6989,-2706.1150453123255
6990,-3446.884001562849
6991,-4181.666572281223
6992,-3303.4679280927016
6993,-3458.486861296673
6994,-3316.6366738328097
6995,-3167.7123007585283
6996,-3167.726950891729
6997,-3167.6561394799683
6998,-3167.644806223482
6999,-3161.0725781089996
7000,-3457.7417155313833
7001,-3745.3837271534935
7002,-3744.673959210556
7003,-3744.0641878762594
7004,-3743.584042036551
7005,-3595.7330297823373
7006,-3300.13362684933
7007,-3293.332039924235
7008,-2997.790622466267
7009,-2850.033674871978
7010,-2702.1058617927733
7011,-2702.484212805402
7012,-2702.772913165045
7013,-2702.9869561065752
7014,-2999.790251326953
7015,-3154.2632032721203
7016,-3457.221554473173
7017,-3900.1088140960364
7018,-4054.7558492436356
7019,-4053.6555950344255
7020,-3757.3638734807614
7021,-3616.446016770883
7022,-3460.867929704677
7023,-3460.9416852624786
7024,-3460.9525261121785
7025,-3749.395910083397
7026,-3748.990873817827
7027,-3740.8094110624484
7028,-3732.6099886038014
7029,-3438.1695958752766
7030,-3290.9523520503935
7031,-3143.58324434151
7032,-3002.423282291224
7033,-2705.895499337619
7034,-2706.429434500324
7035,-2701.1207038533007
7036,-2707.114937495115
7037,-2707.3575084936615
7038,-2856.1930046174866
7039,-3152.9306284642807
7040,-3455.7375283955744
7041,-3898.4334594027823
7042,-4044.666493151429
7043,-4181.901225592135
7044,-3887.1958684991314
7045,-3886.822342867762
7046,-3592.109969605373
7047,-3599.6976066637812
7048,-3739.4544045642238
7049,-3886.2768894095097
7050,-3746.661598094165
7051,-3746.4992837520967
7052,-3598.813507220549
7053,-3451.0991748275906
7054,-3155.1771313543536
7055,-3007.219450985275
7056,-2859.0761494942344
7057,-2561.7094673560255
7058,-2562.2958764654304
7059,-2562.7178529632047
7060,-2563.0739062236817
7061,-2861.373103149325
7062,-3750.766112746609
7063,-4200.1734910083005
7064,-3311.4598441694075
7065,-3459.922502922379
7066,-3311.453813793145
7067,-3162.976566516941
7068,-3020.5077510336328
7069,-3020.7380739829014
7070,-3020.947013201294
7071,-3021.0605853274933
7072,-3312.4462059193384
7073,-3467.572765275866
7074,-3467.2272014504697
7075,-3459.9223828464965
7076,-3459.73026815709
7077,-3311.238114217694
7078,-3020.1382349495
7079,-3020.427442834724
7080,-2572.3035843362463
7081,-2272.9349799192423
7082,-2273.516761873559
7083,-2273.936839690611
7084,-2274.285773456188
7085,-2574.6958731183663
7086,-3470.5407453754874
7087,-3773.999014925839
7088,-3027.6872871933097
7089,-3183.4462302149664
7090,-2894.79571026087
7091,-2739.077304395918
7092,-2734.053063520458
7093,-2734.2323033931875
7094,-2734.4060915064624
7095,-2729.158719898287
7096,-3028.791902298973
7097,-3178.0289953361803
7098,-3320.370493476407
7099,-3319.953981194135
7100,-3319.656422983493
7101,-3021.424077777112
7102,-2872.2673699895695
7103,-2722.968768167792
7104,-2423.6275339073904
7105,-2127.846426303662
7106,-2128.3428171583623
7107,-2128.7114008482586
7108,-2129.0030740037896
7109,-2430.4867719032763
7110,-3180.256206581593
7111,-3634.049687845585
7112,-2884.9101600884205
7113,-3034.9550091324327
7114,-2884.8597615994113
7115,-2734.7379990402655
7116,-2734.8822564972925
7117,-2729.6240820605867
7118,-2729.725850573447
7119,-2873.9385939342396
7120,-3023.2410887429764
7121,-3321.188680653238
7122,-3320.692908676864
7123,-3313.5915121477606
7124,-3313.302144020918
7125,-3164.4422510553654
7126,-2866.6205804301417
7127,-2866.8415592815286
7128,-2563.142380917428
7129,-2264.719706907464
7130,-2265.2097396802033
7131,-2265.548039427091
7132,-2415.4016961683283
7133,-2708.4948220799447
7134,-3449.874787311658
7135,-4185.258200969503
7136,-3299.422616273612
7137,-3447.1151968118684
7138,-3299.0318608431553
7139,-3157.534538308097
7140,-3157.5835391937394
7141,-3157.54532737735
7142,-3157.561529988572
7143,-3157.4944064543047
7144,-3305.74927897311
7145,-3601.4673195179093
7146,-3600.936721145977
7147,-3600.4910938310795
7148,-3600.153663262703
7149,-3452.051955555721
7150,-3155.8187566482593
7151,-3156.046213056694
7152,-2859.18628246665
7153,-2561.765087644969
7154,-2562.306415155297
7155,-2562.6716134669996
7156,-2562.971435504619
7157,-2861.198601063304
7158,-3750.4734573359838
7159,-4191.09103447053
7160,-3452.311871168402
7161,-3452.221681411915
7162,-3310.915790843008
7163,-3162.4474157342784
7164,-3162.600468531945
7165,-3162.6692605983935
7166,-3156.2605913985476
7167,-3156.2790207908683
7168,-3304.5295886404747
7169,-3600.20104566526
7170,-3599.7227545334417
7171,-3599.328630367408
7172,-3599.0251271029324
7173,-3451.0159507779126
7174,-3296.158870083581
7175,-3148.4229744962586
7176,-2852.3643103922163
7177,-2704.3611268237964
7178,-2556.1577375197903
7179,-2556.5912389554383
7180,-2556.9283503625347
7181,-2557.19925131822
7182,-2854.74379268157
7183,-3151.178324469356
7184,-3446.5318542930218
7185,-3887.9231854795603
7186,-4180.4019492555635
7187,-4179.0218843072025
7188,-3884.5552280296342
7189,-3884.1916620974725
7190,-3589.6972012684137
7191,-3589.7652544718135
7192,-3589.7538272047886
7193,-3883.8582185379364
7194,-3883.4054447657704
7195,-3736.0599074078764
7196,-3735.964386814472
7197,-3441.372381306188
7198,-3294.1015278483114
7199,-3146.6525396348206
7200,-2999.0695605064443
7201,-2702.9460024056834
7202,-2703.520628298779
7203,-2703.9346053150953
7204,-2698.56418175175
7205,-2698.840554804576
7206,-2995.1866820493933
7207,-3149.510179242863
7208,-3592.3421959996563
7209,-4032.812103124848
7210,-4178.196189715742
7211,-4185.805379821206
7212,-3890.9722663728708
7213,-3882.550789407217
7214,-3588.25343734655
7215,-3588.3937424721016
7216,-3727.608118921451
7217,-4020.4028811663666
7218,-4019.8206021456695
7219,-3872.982180597359
7220,-3726.2909117826225
7221,-3579.585928137654
7222,-3285.68719062154
7223,-3138.7520724698757
7224,-2991.6263049501886
7225,-2696.300400478508
7226,-2838.8421550640032
7227,-2839.169750124282
7228,-2839.4608955765993
7229,-3141.370921216675
7230,-3876.7386494893444
7231,-4460.266118474144
7232,-3727.422246770512
7233,-3727.278016581321
7234,-3587.96222691757
7235,-3440.691195767549
7236,-3440.855836674076
7237,-3440.9181554837346
7238,-3440.9911009784714
7239,-3433.6893627183445
7240,-3727.5069725918265
7241,-3873.684401709185
7242,-3873.1930137080362
7243,-3872.7897163805683
7244,-3872.4865521120987
7245,-3725.7221195539005
7246,-3432.0834327762873
7247,-3432.380806200481
7248,-3131.3462850189703
7249,-2843.2797148706845
7250,-2843.8887761892397
7251,-2844.32271625962
7252,-2844.6778170650296
7253,-3133.6989405751424
7254,-4013.4299426906637
7255,-4594.415626053058
7256,-3726.1171633311237
7257,-3726.068823238109
7258,-3725.98058918181
7259,-3571.42418380913
7260,-3571.508780864904
7261,-3571.512674617195
7262,-3571.5569093013596
7263,-3571.523886136304
7264,-3717.9134296669117
7265,-4009.8601139161065
7266,-4017.960856204039
7267,-4017.4617978183687
7268,-4017.072335202475
7269,-3724.059499070469
7270,-3577.5643936703077
7271,-3430.920805200391
7272,-3136.890571017141
7273,-2842.259215769988
7274,-2842.936588355362
7275,-2843.4217863675544
7276,-2843.8013394325567
7277,-3139.5109002625627
7278,-4020.9178839843744
7279,-4603.040731457324
7280,-3725.0489985894465
7281,-3871.5409478999136
7282,-3732.7594189447486
7283,-3578.0926297165283
7284,-3578.2141237643837
7285,-3431.368967965936
7286,-3578.510133365744
7287,-3431.5432075713497
7288,-3725.2964908436866
7289,-3871.4844518939726
7290,-3871.088435091882
7291,-3870.7635365981723
7292,-3870.4942697173487
7293,-3723.8637791168935
7294,-3430.4127760447886
7295,-3430.74585966513
7296,-3129.8827778571194
7297,-2835.897114798053
7298,-2836.551386773514
7299,-2837.013280364555
7300,-2978.305086406816
7301,-3272.115202325528
7302,-4002.5586588775673
7303,-4737.145766379366
7304,-3724.191503818773
7305,-3870.724610311041
7306,-3732.0244404581285
7307,-3577.412169124922
7308,-3577.5636327177
7309,-3569.865418594295
7310,-3569.963999201027
7311,-3569.948152244284
7312,-3716.30995036264
7313,-4008.1452343473707
7314,-4007.5879511417065
7315,-4007.1216283394106
7316,-4006.7719799141505
7317,-3860.6116669539183
7318,-3568.2795564703742
7319,-3568.568587001255
7320,-3128.732443457097
7321,-2982.265246209527
7322,-2982.891280555225
7323,-2983.3180390421576
7324,-2983.672807947333
7325,-3278.13051098894
7326,-4155.854025626864
7327,-4735.377913728643
7328,-3860.9838982044193
7329,-3869.330426830368
7330,-3722.8583633320636
7331,-3576.338783544147
7332,-3576.5440149140495
7333,-3576.6283819706314
7334,-3576.7446788217817
7335,-3429.948379072128
7336,-3723.6287709625262
7337,-4016.0205610035955
7338,-3877.537879637555
7339,-3877.281080247278
7340,-3877.0818230862237
7341,-3590.8909895657935
7342,-3443.7173648713583
7343,-3296.3789223828367
7344,-3148.9091774290737
7345,-2710.169424722478
7346,-2561.903126352846
7347,-2562.526462033094
7348,-2563.0097013487452
7349,-2563.4135343076114
7350,-2861.778534375469
7351,-3010.527979864594
7352,-3455.4311526166734
7353,-3898.012597444079
7354,-4044.228319125001
7355,-4043.202742199618
7356,-3747.81134671053
7357,-3739.904830392972
7358,-3304.135753976724
7359,-3304.5091361330587
7360,-3452.752585940477
7361,-3600.555530482656
7362,-3600.384903133532
7363,-3452.4187661983083
7364,-3311.2371292057246
7365,-3162.9125643425036
7366,-3008.372566098936
7367,-2716.776556032992
7368,-2717.306686684838
7369,-2418.7550003428014
7370,-2269.5041933333264
7371,-2270.0070339881577
7372,-2270.4108492493874
7373,-2270.749175937172
7374,-2570.6520522253795
7375,-2720.2041201317065
7376,-3167.542071762307
7377,-3612.620688648165
7378,-3759.745552633813
7379,-3758.8205917616538
7380,-3461.868704757658
7381,-3461.7421901907787
7382,-3164.5738689776604
7383,-3306.65620494482
7384,-3306.6109439334637
7385,-3454.671490776429
7386,-3454.4649158177353
7387,-3454.282143418621
7388,-3306.084937204865
7389,-3009.383388439899
7390,-2861.049677692031
7391,-2855.5371440414406
7392,-2558.424607976996
7393,-2409.8629644600937
7394,-2410.3248406932944
7395,-2415.6143281338013
7396,-2415.9101724650586
7397,-2714.793421474085
7398,-3457.9797185192933
7399,-4047.94689177254
7400,-3165.625530739006
7401,-3314.3646340363525
7402,-3165.5741299086017
7403,-3016.771046831327
7404,-3016.943952048355
7405,-3017.0205600654867
7406,-3017.135073068304
7407,-3017.1643914298347
7408,-3166.099566325988
7409,-3463.106695241287
7410,-3320.85768731409
7411,-3320.6932463320063
7412,-3320.580877526381
7413,-3171.541986039401
7414,-2873.175345256878
7415,-2867.7523053763844
7416,-2569.2922003211106
7417,-2270.206091901839
7418,-2270.74011137727
7419,-2271.122577801348
7420,-2271.4476414464675
7421,-2571.434754422576
7422,-3317.403442941351
7423,-3909.6638948871573
7424,-3166.5900074988213
7425,-3166.5371549396164
7426,-3023.6155449662765
7427,-2874.3020336819204
7428,-2874.498045369579
7429,-2724.999340558861
7430,-2725.258320569307
7431,-2869.3125744041977
7432,-3018.4559172910326
7433,-3315.9709544005314
7434,-3315.541236726861
7435,-3315.2104655296675
7436,-3314.971332660333
7437,-3166.0926563406874
7438,-2868.1727493922517
7439,-2862.632027623171
7440,-2564.669278352885
7441,-2266.1027228266476
7442,-2266.614661117757
7443,-2266.9775168142537
7444,-2267.281000661014
7445,-2566.6876599325255
7446,-3459.55760399075
7447,-3910.084273497304
7448,-3166.9425249912183
7449,-3166.9015705174374
7450,-3023.973111300139
7451,-3018.0248703882885
7452,-2874.6723309049357
7453,-2874.808064416101
7454,-2869.212262237111
7455,-2869.2782485911825
7456,-3167.427086369679
7457,-3457.378681811263
7458,-3456.8437037941603
7459,-3456.41024457398
7460,-3456.0896905930804
7461,-3159.3158805883527
7462,-3010.898853310295
7463,-3004.9037710222333
7464,-2707.9349469299104
7465,-2410.4016802164624
7466,-2410.91674473831
7467,-2411.2818805992147
7468,-2406.5738997208623
7469,-2709.916409899989
7470,-3451.734728440176
7471,-4040.5955629064174
7472,-3308.3404974556092
7473,-3308.2436874816212
7474,-3166.185951047449
7475,-3017.3509110829677
7476,-3159.982642630245
7477,-3011.32169659138
7478,-3011.460734331263
7479,-3011.511622463505
7480,-3308.5517132429904
7481,-3456.425041957496
7482,-3456.032145779199
7483,-3455.7187465528796
7484,-3595.9746765865893
7485,-3306.9739602687914
7486,-3158.7050118273455
7487,-3010.3350772851154
7488,-2707.352134846686
7489,-2409.961125947035
7490,-2410.519318690212
7491,-2410.9288564386657
7492,-2411.240287147289
7493,-2709.5665334624846
7494,-3599.070754183036
7495,-4186.831240448842
7496,-3300.86693704743
7497,-3455.8391400292726
7498,-3307.464660133104
7499,-3159.110368962423
7500,-3016.785704192351
7501,-3016.9629073956457
7502,-3017.1304575152144
7503,-3017.2037215435184
7504,-3166.1629915021736
7505,-3456.168653275471
7506,-3455.768635263687
7507,-3455.438418237509
7508,-3455.1967883588845
7509,-3306.8741421433615
7510,-3010.0752713584147
7511,-3016.457933937305
7512,-2712.8791758738566
7513,-2414.834112764497
7514,-2420.261451635562
7515,-2270.747128042929
7516,-2271.1542687437022
7517,-2271.470899482545
7518,-2571.476593671777
7519,-2864.63139117894
7520,-3161.9127927100913
7521,-3606.2069768462966
7522,-3760.7183894462582
7523,-3759.7602632097437
7524,-3462.7017321221097
7525,-3462.5381778901697
7526,-3307.198161614456
7527,-3307.2065499646
7528,-3307.176593395537
7529,-3455.262846318956
7530,-3602.986204732817
7531,-3454.677543927173
7532,-3306.479003724239
7533,-3158.2424612854006
7534,-3003.751184875557
7535,-2855.6250731334485
7536,-2707.345678065144
7537,-2409.8856425653626
7538,-2410.4089369830494
7539,-2410.788158431799
7540,-2411.095973038559
7541,-2411.3516057224
7542,-2709.633862440172
7543,-2858.3056172321226
7544,-3303.1661083441195
7545,-3753.465217578558
7546,-3899.9534835441164
7547,-3898.881770212773
7548,-3602.8086150534796
7549,-3595.16445536344
7550,-3447.350699793904
7551,-3447.32292733239
7552,-3447.2516380979628
7553,-3742.1306990400462
7554,-3733.8173923735203
7555,-3733.4341530537645
7556,-3586.121579433557
7557,-3291.4458845799572
7558,-3144.119405091854
7559,-3002.872355982915
7560,-2848.928275262667
7561,-2557.93943202016
7562,-2553.1615835302896
7563,-2553.5647182149487
7564,-2553.8947052069593
7565,-2851.0726806657485
7566,-3737.0525963948317
7567,-4322.372673391617
7568,-3439.8816107711355
7569,-3587.1322111425884
7570,-3439.638084024332
7571,-3439.612579314029
7572,-3292.109283496374
7573,-3292.189745757861
7574,-3292.280995541423
7575,-3292.2783329874924
7576,-3579.376789420346
7577,-3872.208021109042
7578,-3871.5233730305786
7579,-3870.9601353159132
7580,-3870.542550972495
7581,-3577.130118382785
7582,-3430.4165235918067
7583,-3283.550523286377
7584,-2989.123533559887
7585,-2694.0886127353715
7586,-2836.5044043826483
7587,-2836.8301950401546
7588,-2830.911122593009
7589,-3125.1604579791633
7590,-4002.3221218895815
7591,-4591.684190903767
7592,-3723.889922779117
7593,-3870.240272494197
7594,-3723.4741962802905
7595,-3576.771963573999
7596,-3576.8434438970626
7597,-3576.834994167868
7598,-3576.867806734807
7599,-3569.0701327319853
7600,-3715.344807529319
7601,-4143.58784349551
7602,-4142.745084243946
7603,-4142.06155779433
7604,-4005.0904961173446
7605,-3859.0820335258486
7606,-3566.9179971941203
7607,-3567.213214568066
7608,-3127.558431325492
7609,-2981.1412300293514
7610,-2981.7572867814447
7611,-2840.9942021235693
7612,-2841.4729938897312
7613,-3136.96497880753
7614,-4017.6617049463557
7615,-4599.269616372237
7616,-3722.0920094366766
7617,-3868.4732553555777
7618,-3721.888135970879
7619,-3575.313405782998
7620,-3575.4515347527054
7621,-3575.4900961177345
7622,-3575.569705241776
7623,-3428.782204940953
7624,-3722.3191909499606
7625,-4014.561780593845
7626,-4013.9543106459996
7627,-4013.447822330181
7628,-4004.3525264144614
7629,-3712.343146195103
7630,-3558.503637205236
7631,-3558.7460311484565
7632,-3120.1328008479622
7633,-2967.4663304519127
7634,-2968.081629331083
7635,-2968.5155121871567
7636,-3115.291385407499
7637,-3261.660968992587
7638,-4134.871143143891
7639,-4987.690024046155
7640,-3977.204687031105
7641,-4131.051801479606
7642,-3985.772415858783
7643,-3840.5680909771713
7644,-3840.624082982899
7645,-3849.1805718286037
7646,-3840.5685071641205
7647,-3840.4651163207272
7648,-3985.4871994085556
7649,-4274.686064842215
7650,-4418.431525543049
7651,-4417.582557892529
7652,-4272.58519868402
7653,-4127.748189668658
7654,-3838.0157210184907
7655,-3829.595796801848
7656,-3539.886964375455
7657,-3249.6645809426873
7658,-3250.4030243985508
7659,-3250.8885895340873
7660,-3251.2864533811767
7661,-3542.5319629044866
7662,-4410.4191933155735
7663,-5138.046557698002
7664,-4127.687312092115
7665,-4272.24261967955
7666,-4136.683910117268
7667,-3991.5159918628665
7668,-3991.61996101292
7669,-3846.3150622512157
7670,-3846.576414928399
7671,-3701.1516352062135
7672,-3992.2754131537163
7673,-4282.031748042089
7674,-4416.142599853979
7675,-4415.385054993102
7676,-4280.1582814191215
7677,-3990.1081859532715
7678,-3845.123289249292
7679,-3845.427053050671
7680,-3554.488081091138
7681,-3263.061685135202
7682,-3117.486060390475
7683,-3257.211907678256
7684,-3118.4862199607705
7685,-3258.052125018105
7686,-3404.1513257037464
7687,-3695.3087863096453
7688,-4130.1283620240365
7689,-4562.419550866096
7690,-4715.525381394959
7691,-4714.045908118786
7692,-4414.3792532922125
7693,-4414.048071612292
7694,-4125.027586518439
7695,-4134.458527224814
7696,-4269.643733210555
7697,-4547.242750026091
7698,-4546.581315687559
7699,-4535.415069641208
7700,-4391.681936882494
7701,-4094.664574794926
7702,-3951.439171228962
7703,-3798.936542253497
7704,-3799.4264019500433
7705,-3503.706365897966
7706,-3504.383901915806
7707,-3504.8498434866233
7708,-3505.2265624533943
7709,-3640.175634327437
7710,-3926.132979094649
7711,-4221.247918362915
7712,-4516.377746912225
7713,-4953.939938099984
7714,-5236.231121238413
7715,-5246.638476686726
7716,-4817.93134328687
7717,-4806.150676742898
7718,-4652.141943843707
7719,-4794.092960227078
7720,-4793.630483443313
7721,-5064.203251493699
7722,-5063.292550609513
7723,-5062.496141106533
7724,-4920.689542635506
7725,-4637.426973839798
7726,-4484.749948857013
7727,-4343.430581827175
7728,-4069.9852258491146
7729,-3928.004342921831
7730,-3795.0406416441165
7731,-3795.7331163233894
7732,-3805.3780298993547
7733,-4092.993086118774
7734,-4937.642729687295
7735,-5655.643065681049
7736,-4528.908397533106
7737,-4682.96366779996
7738,-4539.555359813036
7739,-4396.172503250415
7740,-4396.409698827767
7741,-4252.8245023913205
7742,-4253.207581222116
7743,-4109.477451923589
7744,-4397.454325388227
7745,-4683.950253183418
7746,-4683.302497392269
7747,-4682.781236965161
7748,-4549.649262158701
7749,-4261.883168501775
7750,-4118.115977520065
7751,-3974.1383756978516
7752,-3685.174334477285
7753,-3395.5993641189616
7754,-3396.5301182555186
7755,-3397.204916464897
7756,-3259.473582942217
7757,-3551.767022038261
7758,-4412.1897571828795
7759,-4996.750811111658
7760,-4129.986137492853
7761,-4274.729845263362
7762,-3993.973935952548
7763,-3848.880437054478
7764,-3849.260010913821
7765,-3703.9023601630342
7766,-3704.355835518406
7767,-3558.7828007288626
7768,-3850.722802953042
7769,-4004.8316309400807
7770,-4004.625628227782
7771,-4004.4492718057495
7772,-4004.341796875914
7773,-3858.5377542168853
7774,-3704.6527487959906
7775,-3559.098531024686
7776,-3127.4825880475473
7777,-2974.7804456494428
7778,-2981.985660209871
7779,-2835.235322342142
7780,-2976.6852527568485
7781,-3263.2872313233797
7782,-4136.870628489156
7783,-4713.6594623791425
7784,-3834.952800357407
7785,-3988.8424609232216
7786,-3843.4623115641707
7787,-3698.1246652530313
7788,-3706.5019286688444
7789,-3698.391882302439
7790,-3698.5226374084305
7791,-3698.547935136934
7792,-3852.5202789899886
7793,-4143.153343477064
7794,-4133.410809494034
7795,-4132.969624972175
7796,-4132.654702719567
7797,-3987.4790000655057
7798,-3705.248138951686
7799,-3559.7057699182164
7800,-3267.7349737930376
7801,-2975.144681569259
7802,-2975.929465911662
7803,-2982.938551918749
7804,-2983.3912746852798
7805,-3137.6199044380755
7806,-4164.649240407372
7807,-4600.136568019752
7808,-3730.9580648235246
7809,-3738.9037084737515
7810,-3599.1336547660167
7811,-3451.6015913323135
7812,-3303.939114908753
7813,-3162.5030744236647
7814,-3014.2606704963896
7815,-3014.7152198376302
7816,-3305.706557710742
7817,-3601.5755305625294
7818,-3733.4163429110163
7819,-3725.1043737665814
7820,-3724.8330252099136
7821,-3570.329656357437
7822,-3277.1350862132526
7823,-3137.2325692997024
7824,-2842.4588712212335
7825,-2547.04540782115
7826,-2547.7415478606245
7827,-2548.242276220408
7828,-2548.6548025043494
7829,-2839.2246986840914
7830,-3729.397692084744
7831,-4304.225698091576
7832,-3433.0381426746353
7833,-3447.5061674539916
7834,-3164.59044813626
7835,-3022.079856166279
7836,-3016.4382698018385
7837,-3010.6172908125836
7838,-3152.9496745649794
7839,-3152.939399865165
7840,-3301.021000825779
7841,-3596.3414759269276
7842,-3588.448208941011
7843,-3595.5722729319223
7844,-3595.3186176879326
7845,-3440.4004886615426
7846,-3286.068563882372
7847,-3138.8810416543965
7848,-2985.228288172745
7849,-2690.502298951491
7850,-2691.072904665897
7851,-2548.967275837062
7852,-2544.0024449699895
7853,-2692.3186427367336
7854,-2834.1500245556826
7855,-3128.485827443666
7856,-3575.8738317279995
7857,-3876.2771893890517
7858,-4167.902944398868
7859,-4028.9531836615333
7860,-3734.713241592457
7861,-3873.2470557031365
7862,-3579.6355396000113
7863,-3579.729991486843
7864,-3726.460256373289
7865,-4010.4720954637205
7866,-4009.886522756193
7867,-3863.4389939401235
7868,-3863.292800502209
7869,-3570.6489511823333
7870,-3277.6005849815597
7871,-3144.399933885666
7872,-3138.2706453112755
7873,-2701.103516019457
7874,-2701.7784575111223
7875,-2696.620934290077
7876,-2697.0287482616523
7877,-2697.3658289481027
7878,-2987.1892424959583
7879,-3281.643093101906
7880,-3574.9569454662947
7881,-4013.272263475481
7882,-4303.630588189303
7883,-4302.246449162627
7884,-4009.8623910478145
7885,-4000.800392029385
7886,-3846.347004036357
7887,-3982.6154551382674
7888,-3982.2938473999993
7889,-4271.262971752279
7890,-4394.530818856254
7891,-4260.009865550337
7892,-4115.507896745874
7893,-3826.548242332046
7894,-3682.120636521522
